year,season,district,taluka,col_count,sno,revenue_circle,insurance_units,farmers,app_loanee,app_non_loanee,area_insured_hect,farmers_premium_rs,state_premium_rs,goi_premium_rs,gross_premium_rs,sum_insured_rs,gender_male,gender_female,gender_others,cat_sc,cat_st,cat_obc,cat_gen,farmer_marginal,farmer_small,farmer_others,claim_prevented_sowing,claim_localized,claim_midterm,claim_yield_based,claim_post_harvest,claim_wbcis,claim_total
2025,Kharif,Chandrapur,Gondpipri,29,2,Dhaba,1,1558,86,2645,2752.75,2982802.48,235330.82,235330.82,3453464.12,163683814.27,2251,480,0,406,113,2073,139,500,1808,423,0,0,0,0,0,0,0
2025,Kharif,Chandrapur,Gondpipri,29,3,Gondpipari,1,553,102,764,983.59,1122834.49,185174.34,185174.34,1493183.17,59013986.85,693,173,0,63,80,636,87,142,634,90,0,0,0,0,0,0,0
2025,Kharif,Chandrapur,Jiwati,29,1,Jivati,1,373,0,571,542.17,519070.38,0,0,519070.38,31222389.25,515,56,0,51,56,60,404,13,558,0,0,0,0,0,0,0,0
2025,Kharif,Chandrapur,Jiwati,29,2,Patan,1,892,0,1379,1540.72,1670383.64,0,0,1670383.64,90260474.48,1069,310,0,87,236,322,734,5,1363,11,0,0,0,0,0,0,0
2025,Kharif,Chandrapur,Jiwati,29,3,TekaMandwa,1,692,0,708,885.35,1062422.4,0,0,1062422.40,53121120,562,146,0,72,31,181,424,11,694,3,0,0,0,0,0,0,0
2025,Kharif,Chandrapur,Mul,29,1,Bembal,1,1268,1290,993,1610.95,1949162.14,968689.88,968689.88,3886541.90,98162866.56,1863,420,0,230,89,1827,137,220,1944,119,0,0,0,0,0,0,0
2025,Kharif,Chandrapur,Mul,29,2,Chikhali,1,832,762,654,1052.76,1281025.36,639856.41,639856.41,2560738.18,64185292.95,1224,192,0,87,160,990,179,206,1154,56,0,0,0,0,0,0,0
2025,Kharif,Chandrapur,Mul,29,3,Chiroli,1,542,540,426,729.88,888762.64,443612.82,443612.82,1775988.28,44514988.65,821,145,0,97,212,562,95,28,903,35,0,0,0,0,0,0,0
2025,Kharif,Chandrapur,Mul,29,4,Mul,1,426,461,366,494,599244.11,299283.02,299283.02,1197810.15,30093411.68,687,140,0,65,28,644,90,44,742,41,0,0,0,0,0,0,0
2025,Kharif,Chandrapur,Mul,29,5,Rajgad,1,796,367,883,1024.41,1235117.54,615920.46,615920.46,2466958.46,62319812.36,1003,247,0,97,80,939,134,92,1069,89,0,0,0,0,0,0,0
2025,Kharif,Chandrapur,Nagbhir,29,1,Girgaon,1,1820,1768,1718,1791.87,2186047.24,1093009.12,1093009.12,4372065.48,109303830.36,2895,591,0,488,369,2353,276,83,3223,180,0,0,0,0,0,0,0
2025,Kharif,Chandrapur,Nagbhir,29,2,MendhaKirmiti,1,1162,1477,389,1002.75,1223360.64,611680.32,611680.32,2446721.28,61168040.98,1555,310,1,159,147,1507,53,146,1685,35,0,0,0,0,0,0,0
2025,Kharif,Chandrapur,Nagbhir,29,3,Mindala,1,2510,2290,2071,2565.54,3128821.63,1563894.61,1563894.61,6256610.85,156492721.42,3582,779,0,578,651,2858,274,143,4160,58,0,0,0,0,0,0,0
2025,Kharif,Chandrapur,Nagbhir,29,4,Nagbhid,1,1342,1663,390,1387.98,1691823.26,845227.23,845227.23,3382277.72,84659617.06,1667,386,0,200,451,1341,61,143,1869,41,0,0,0,0,0,0,0
2025,Kharif,Chandrapur,Nagbhir,29,5,TalodhiBa.,1,1497,981,1437,1466.63,1788844.82,894222.31,894222.31,3577289.44,89462269.75,2012,406,0,188,136,1899,195,54,2328,36,0,0,0,0,0,0,0
2025,Kharif,Chandrapur,Pombhurna,29,1,DewadaKhurd,1,907,54,1295,1069.91,1303418.35,612482.31,612482.31,2528382.97,65191909.69,1114,235,0,67,168,985,129,107,1225,17,0,0,0,0,0,0,0
2025,Kharif,Chandrapur,Pombhurna,29,2,NavegaonMore,1,923,247,1245,1314.05,1564122.33,465601.93,465601.93,2495326.19,79421602.2,1234,258,0,86,39,1249,118,171,1179,142,0,0,0,0,0,0,0
2025,Kharif,Chandrapur,Pombhurna,29,3,Pomburna,1,774,191,1172,1222.09,1440723.61,402276.83,402276.83,2245277.27,73842334.16,1137,226,0,97,132,1005,129,179,1137,47,0,0,0,0,0,0,0
2025,Kharif,Chandrapur,Rajura,29,1,Dewada,1,343,63,514,602.53,636228.29,4304.65,4304.65,644837.59,35503084.07,450,127,0,54,50,395,78,49,474,54,0,0,0,1,0,0,1
2025,Kharif,Chandrapur,Rajura,29,2,Gowari,1,323,65,478,500.49,507520.04,2171.7,2171.7,511863.44,29548693.87,444,99,0,15,7,503,18,75,399,69,0,0,0,0,0,0,0
2025,Kharif,Chandrapur,Rajura,29,3,Rajura,1,634,113,900,995.17,997838.68,15437.36,15437.36,1028713.40,58719320.74,863,150,0,61,69,831,52,49,843,121,0,0,0,3,0,0,3
2025,Kharif,Chandrapur,Rajura,29,4,VirurStation,1,705,31,1138,1073.83,1068906.42,18760.1,18760.1,1106426.62,63244196.99,923,246,0,115,30,973,51,69,1032,68,0,0,0,0,0,0,0
2025,Kharif,Chandrapur,Sawali,29,1,Antargaon,1,122,26,159,137.76,166088.68,82938.59,82938.59,331965.86,8378461.34,139,46,0,9,15,135,26,12,168,5,0,0,0,0,0,0,0
2025,Kharif,Chandrapur,Sawali,29,2,Haramba,1,345,164,491,428.77,519968.02,259817.16,259817.16,1039602.34,26115201.47,585,70,0,19,39,464,133,8,626,21,0,0,0,0,0,0,0
2025,Kharif,Chandrapur,Sawali,29,3,Pathari,1,825,886,584,825.15,999317.94,499266.53,499266.53,1997851.00,50240619.64,1254,216,0,97,214,1016,143,91,1374,5,0,0,0,0,0,0,0
2025,Kharif,Chandrapur,Sawali,29,4,Saoli,1,771,968,439,881.19,1071257.61,535426.71,535426.71,2142111.03,53704357.55,1167,240,0,87,69,1064,187,26,1369,12,0,0,0,0,0,0,0
2025,Kharif,Chandrapur,Sawali,29,5,Vyahadkhurd,1,563,72,831,614.25,743106.43,371218.34,371218.34,1485543.11,37389742.2,698,205,0,76,11,633,183,53,820,30,0,0,0,0,0,0,0
2025,Kharif,Chandrapur,Warora,29,1,Chikani,1,1103,196,1820,2065.6,1848222.09,610,610,1849442.09,121002727.43,1732,282,2,40,45,1773,158,157,1608,251,0,0,0,0,0,0,0
2025,Kharif,Chandrapur,Warora,29,2,Chinora,1,582,261,855,1152.57,962725.22,12302.98,12302.98,987331.18,67349043.74,995,121,0,29,104,808,175,129,735,252,0,0,0,0,0,0,0
2025,Kharif,Chandrapur,Warora,29,3,Khambada,1,1138,181,1568,2050.81,1617142.97,5551,5551,1628244.97,120031700.74,1473,270,6,22,263,1368,96,162,1370,217,0,0,0,42,0,0,42
2025,Kharif,Chandrapur,Warora,29,4,Madheli,1,924,232,1427,1766.07,1431251.79,0,0,1431251.79,103111291.39,1458,201,0,48,33,1456,122,246,1183,230,0,0,0,0,0,0,0
2025,Kharif,Chandrapur,Warora,29,5,SakharaRaja.,1,1348,218,2020,2598.76,1976863.31,46925.91,46925.91,2070715.13,152041196.48,1846,392,0,108,230,1824,76,137,1884,217,0,0,0,0,0,0,0
2025,Kharif,Chandrapur,Warora,29,6,ShegaonBk.,1,1226,124,1805,2203.35,1607534.22,97423.29,97423.29,1802380.80,128827354.98,1623,306,0,111,378,1382,58,78,1649,202,0,0,0,0,0,0,0
2025,Kharif,Chandrapur,Warora,29,7,Temurda,1,1115,162,1809,2067.47,1745636.53,19745.7,19745.7,1785127.93,121251875.29,1702,269,0,48,216,1562,145,169,1485,317,0,0,0,30,0,0,30
2025,Kharif,Chandrapur,Warora,29,8,Warora,1,394,87,580,679.9,554965.29,1171.2,1171.2,557307.69,39715416.48,545,122,0,11,9,554,93,63,528,76,0,0,0,0,0,0,0
