taluka,revenue_circle,lat,lon,year,geocode_flag,LST_anom_C,LST_mean_C,NDVI_anom,NDVI_mean,NDVI_peak,SM_anom,SM_mean,SPI30_mean,VHI_mean,cumRain_mm,drySpellDays,tmax_K_mean,tmax_anom_K,claim_ratio,farmers_total,claim_farmers,sum_insured
Yavatmal,AkolaBajar,20.390344,78.1328518,2025,fallback_taluka,-3.0795254791257256,31.32017890216619,-0.0051048343477318875,0.5381915247493549,0.6641187697216807,0.01723778737647797,0.38497922154241093,-917.9925120715309,0.7275737532442988,1203.2421942515637,87.41068305365167,302.54886693944667,-0.8005971164692784,0.0,923.0,0.0,84214933.04
Yavatmal,Arjuna,20.3231288,78.0691954,2021,ok,0.09600214471003207,32.775427110400535,-0.006796522621581139,0.6151508150074882,0.7886326247339802,0.0035766023363151644,0.39760424300738223,-908.574726946332,0.6877452633607519,1187.9589115835538,80.97530980985715,303.0945477431882,-0.43508057926727767,0.04197530864197531,405.0,17.0,28541056.65
Yavatmal,Arjuna,20.3231288,78.0691954,2022,ok,-0.12355554756090872,32.55586941812959,-0.1269890292556686,0.4949583083734011,0.7609718739654762,0.014269077148104851,0.4082967178191715,-873.5698053082122,0.6086331290995569,1596.202738272721,73.13915429003879,303.303599525027,-0.22602879742854473,0.10323574730354391,649.0,67.0,51482696.02
Yavatmal,Arjuna,20.3231288,78.0691954,2023,ok,0.40502880195476143,33.08445376764527,-0.13063423340164473,0.4913131042274248,0.7679422192007569,-0.03399423266218946,0.3600334080088774,-920.7693504291234,0.5941292356117991,1045.6585821568624,100.22561725475356,304.3180374766069,0.7884091541515111,0.08450087565674255,2284.0,193.0,221009415.72
Yavatmal,Arjuna,20.3231288,78.0691954,2024,ok,-0.3710840783748441,32.30834088731565,-0.08836147585454929,0.5335858617745204,0.7773489832111613,0.010431038763254984,0.40445867943432184,-912.8273625852215,0.6414257379047563,1138.3939663161689,78.84594645728882,303.44996950008164,-0.07965882237417808,0.029813036887316825,1979.0,59.0,189914745.44
Yavatmal,Arjuna,20.3231288,78.0691954,2025,ok,-3.7357410015371357,28.94368396415337,0.0009277879588029723,0.6228751255878724,0.7909631745093412,0.015507546374130047,0.40953518704519654,-907.0870406135027,0.7757622839614537,1205.451738036111,83.8572036704191,302.73453850401916,-0.7950898184367486,0.0,519.0,0.0,50690940.11
Yavatmal,Hivri,20.390344,78.1328518,2021,fallback_taluka,-0.1469993874989256,34.25270499379298,0.007105578830913886,0.5504019379280009,0.6948502003190925,0.0022371983471585577,0.3699786325130921,-918.7282615646598,0.6732383754842814,1194.6695924014641,82.67378870243448,302.93034182621176,-0.41912222970413116,0.04539722572509458,793.0,36.0,46592353.04
Yavatmal,Hivri,20.390344,78.1328518,2022,fallback_taluka,-0.03645741314669337,34.3632469681452,-0.08832091962286692,0.45497543947422003,0.6873334538793361,0.015616478996787447,0.3833579131627209,-880.389710596535,0.5942648876502626,1645.6795727353692,71.65095722051527,303.1337556933301,-0.21570836258527892,0.10509209100758396,923.0,97.0,62842397.14
Yavatmal,Hivri,20.390344,78.1328518,2023,fallback_taluka,-0.2158367835465078,34.18386759774542,-0.08821184203615069,0.45508451706093617,0.6519480635821073,-0.03600019621631689,0.33174123794961596,-931.1600283345982,0.5973841957095706,1048.3448752189358,99.51916804537936,304.1260090135261,0.7765449576103998,0.0598136459272618,3327.0,199.0,279202890.31
Yavatmal,Hivri,20.390344,78.1328518,2024,fallback_taluka,-1.3181834510652857,33.081520930226624,-0.038169734713440616,0.5051266243836463,0.6492073001240914,0.009691702189041472,0.37743313635497494,-923.3126090050561,0.6628249895227257,1140.6928434053973,77.48688253368002,303.2937038725428,-0.05576018337301689,0.0442154255319149,3008.0,133.0,252531736.59
