taluka,revenue_circle,lat,lon,year,geocode_flag,LST_anom_C,LST_mean_C,NDVI_anom,NDVI_mean,NDVI_peak,SM_anom,SM_mean,SPI30_mean,VHI_mean,cumRain_mm,drySpellDays,dry_spell_julaug,gdd_surplus,heavy_rain_days,june_rain_mm,lst_anom_augsep,ndvi_slow_greenup,oct_rain_mm,sm_wet_days,tmax_K_mean,tmax_anom_K,farmers_total,area_ha,sum_insured_rs,claim_total_lac,claim_yield_lac,claim_local_lac,claim_prevented_lac,claim_postharvest_lac,claim_midterm_lac,rate_total,rate_yield,rate_local,rate_prevented,rate_postharvest,rate_midterm,district,SAR_VV_mean_dB,SPI30_min,sm_anom,sm_mean,tmax_anom_C,tmax_mean_C
Achalpur,Pathrot,21.2117946,77.3601858,2019,,1.843215478881222,36.56892210099491,-0.0967087555388345,0.5261202528007692,,,,,0.5460736151035601,993.0002487039876,88.18449021820916,33.26932844243792,0.5114120957696897,0.3452784048156508,111.13395967314575,-2.65249882581652,-0.11699297168924,49.8922380504974,115.38308878856286,,,,,,,,,,,,,,,,,,Amravati,-7.684561403929321,-914.3262121555535,0.0061076344045293,0.4233840907841421,0.0229434388676631,303.4132747227807
Achalpur,Pathrot,21.2117946,77.3601858,2020,,0.2467559738713517,34.972462595985064,0.0296976392024078,0.6525266475420117,,,,,0.5903984077954693,1125.5870307045873,62.72841422121896,17.466092927012795,-0.3012533087242237,0.2919018058690744,230.66935029202165,0.1988127189879542,0.0584220889766741,82.75232026505815,116.86366629044392,,,,,,,,,,,,,,,,,,Amravati,-7.287390180488043,-901.094750341608,0.0243211083883227,0.4415975647679357,-0.0207328682231789,303.36959841569006
Achalpur,Pathrot,21.2117946,77.3601858,2021,,0.6818989882330447,35.40760561034674,-0.0676221621310927,0.555206846208511,,,,,0.5375942692847838,1025.4647743754072,83.22916666666666,34.736503009781785,-0.3054931617472188,0.753762227238525,217.9125213114232,-2.733266253268031,0.0328049355718585,75.49491094597707,99.30215387509404,,,,,,,,,,,,,,,,,,Amravati,-7.502773283472879,-911.0611771984912,0.0063469822747118,0.4236234386543245,-0.3035816135586315,303.0867496703547
Achalpur,Pathrot,21.2117946,77.3601858,2022,,0.5098776558820709,35.23558427799579,-0.1164525666750271,0.5063764416645765,,,,,0.5032734987529024,1342.2466044321936,73.7359857035365,23.943002257336342,0.1003488799331584,1.0,193.0475550732099,1.1566497361687895,-0.0441898890142964,93.91261558841276,110.00559631301732,,,,,,,,,,,,,,,,,,Amravati,-7.9483516042295985,-879.5223425295719,0.0086480834631943,0.4259245398428065,-0.1392686353672662,303.25106264854577
Achalpur,Pathrot,21.2117946,77.3601858,2023,,-0.0207606316883556,34.704945990425344,-0.0906799859961541,0.5321490223434495,,,,,0.5073419702348927,1013.378995067446,101.61408954100824,35.830464635063954,0.2360489641661502,0.8004138449962377,97.8159750206655,0.2691366310772423,-0.110532037716328,10.79379254806033,83.00300978179084,,,,,,,,,,,,,,,,,,Amravati,-8.071107795056717,-912.261403207412,-0.0336201259405884,0.3836563304390246,0.8925577151763439,304.28288899908966
Achalpur,Pathrot,21.2117946,77.3601858,2024,,0.044267528962548,34.769974151076255,-0.113358876243625,0.5094701320959784,,,,,0.4937801044953733,970.47483742823,72.26015801354401,23.339588036117377,0.0008768695336058,0.0,188.49607926052823,-1.4558719436656702,0.040810651805869,60.74266449742245,106.48810195635816,,,,,,,,,,,,,,,,,,Amravati,-7.308713716884868,-916.5837655099524,0.0106801689360229,0.4279566253156355,-0.1136503492994277,303.2766809346135
Achalpur,Pathrot,21.2117946,77.3601858,2025,,-4.169098990316287,30.556607631797423,-0.0667164952763147,0.5561125130632889,,,,,0.4275749044035365,1019.7481862456972,86.85346124905945,27.445635816403307,-0.1415062190309573,0.6875470278404816,177.4186236625576,-3.40050774750677,-0.1004668665349887,60.50690087041328,102.36756960120393,,,,,44072126.37,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,Amravati,-7.32920689058508,-911.6717278691996,0.0070908437005226,0.4243673000801353,-0.8052434597734484,302.5850878241398
Achalpur,Rasegaon,21.1627319,77.480768,2018,,1.2007696532692096,36.378344636030086,-0.1437336989473244,0.4606578752051515,,,,,0.4954863135463735,815.7937513814393,95.88286762630538,24.000517452253263,-0.0521049429973093,1.0,220.939663943348,1.0175200682469394,-0.0087586790855207,11.21232643032334,79.45554614733275,,,,,,,,,,,,,,,,,,Amravati,-8.506444008905191,-933.1033936899707,-0.0228959633266828,0.3968181152978414,-0.0170493153191289,303.51705525211605
Achalpur,Rasegaon,21.1627319,77.480768,2019,,1.8951489564620183,37.07272393922292,-0.1601281470505222,0.4442634271019538,,,,,0.4994697424667346,888.6961802494801,91.4584156552827,34.79955781352902,0.5135349652672948,0.0031047135196161,104.87172890858533,-0.882938269908002,-0.0782676098410009,47.42248929689761,112.63402013359674,,,,,,,,,,,,,,,,,,Amravati,-8.218990484660736,-925.3110899875336,0.0033427483725664,0.4230568269970905,0.026094803813757,303.5601993712489
Achalpur,Rasegaon,21.1627319,77.480768,2020,,1.2600723427813252,36.43764732554221,0.0053879373516898,0.6097795115041656,,,,,0.5918490381525644,1076.574760431478,63.17292313481984,16.75844387995108,-0.3181868104974396,0.0,224.81306969628923,0.7672079661363584,0.0525402460250258,79.40079996042782,115.97069338601936,,,,,,,,,,,,,,,,,,Amravati,-7.438040226610477,-905.1346164330004,0.0243358353545121,0.4440499139790362,-0.0589216526324359,303.47518291480316
