taluka,revenue_circle,lat,lon,year,geocode_flag,LST_anom_C,LST_mean_C,NDVI_anom,NDVI_mean,NDVI_peak,SM_anom,SM_mean,SPI30_mean,VHI_mean,cumRain_mm,drySpellDays,tmax_K_mean,tmax_anom_K,dry_spell_julaug,gdd_surplus,heavy_rain_days,june_rain_mm,lst_anom_augsep,ndvi_slow_greenup,oct_rain_mm,sm_wet_days,farmers_total,area_ha,sum_insured_rs,claim_total_lac,claim_yield_lac,claim_local_lac,claim_prevented_lac,claim_postharvest_lac,claim_midterm_lac,rate_total,rate_yield,rate_local,rate_prevented,rate_postharvest,rate_midterm
Darwha,Mangkinhi,20.3081668,77.6527297,2023,ok,-0.7723494718156495,33.480390804000635,-0.0684564203735456,0.5244976737158138,0.7754107503104124,-0.0329620576941,0.3890326021502636,-909.8058312481346,0.597443183499979,924.615193842228,100.96119996214632,304.3061430090056,0.8220157182274318,29.820100312292993,0.30623014332673754,1.0,8.028351545040547,-1.0174530442003618,2.147791639567197,2.6826172975376084,78.56070786410524,4592.0,8211.66,361968453.37,359.0,0.0,359.0,0.0,0.0,0.0,0.09917991379017616,0.0,0.09917991379017616,0.0,0.0,0.0
Darwha,Mangkinhi,20.3081668,77.6527297,2024,ok,-0.8104882896920935,33.44225198612415,-0.0424424190464928,0.5505116750428669,0.7775060391414886,0.0141644449947119,0.4361591048390753,-899.0972223914913,0.6176736842778978,1035.464601956741,76.97681461152644,303.31339460418803,-0.1707326865902572,17.80495883410618,-0.055667856999897826,0.0,35.04793962097342,-1.8373556971135163,1.570342340211672,43.27952802016397,109.40986088766921,4576.0,7994.15,358657363.51,179.0,0.0,156.0,0.0,23.0,0.0,0.04990835772845053,0.0,0.043495551986806054,0.0,0.006412805741644482,0.0
Darwha,Mangkinhi,20.3081668,77.6527297,2025,ok,-4.840304258939928,29.41243601687634,-0.0215797035810717,0.5713743905082874,0.7709258582155744,0.0095698401916328,0.4315645000359969,-897.1214752536754,0.7218359719777254,1055.8221707744283,82.59349862780356,302.69248470392694,-0.7916425868515136,21.04599223999243,-0.22775800965555185,0.43815652503075614,54.1399802241802,-3.5673612174441063,0.23199905398214404,63.118215337331996,106.52692344090093,3003.0,4755.25,267019952.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Digras,Digras,20.0968334,77.7628184,2021,ok,-0.8043534627011459,31.283478096052217,-0.0270107399556317,0.4586485329502415,0.6571277981032222,0.0024997010474253,0.3932293865934361,-895.8513468370605,0.6160648334083303,1185.899676088518,84.5880680471971,303.05264026365194,-0.5146373994429263,26.392076955883056,-0.2877959020359526,1.112732786807563,154.27670556400898,0.13484095607091653,1.4361524526693423,68.56890205829025,93.35961711604988,1212.0,2100.43,81698685.06,74.0,0.0,66.0,0.0,8.0,0.0,0.0905767332064818,0.0,0.08078465394091619,0.0,0.0097920792655656,0.0
Digras,Digras,20.0968334,77.7628184,2022,ok,-0.4734896284737505,31.61434193027963,-0.0961653847306771,0.3894938881751963,0.616404945594904,0.0180286378195077,0.4087583233655185,-870.0881783740743,0.5582653692242106,1475.8420470006374,69.76491494100367,303.2908049984863,-0.2764726646085429,19.12713832156566,0.061092131442338306,4.648249064114108,54.599810166398036,0.536494421048814,3.156348050533395,107.5021140794927,115.96057432592525,1612.0,2639.04,119172484.85,164.0,1.0,156.0,0.0,7.0,0.0,0.13761565868700606,0.0008391198700427199,0.1309026997266643,0.0,0.00587383909029904,0.0
Digras,Digras,20.0968334,77.7628184,2023,ok,-0.7104087795864754,31.37742277916689,-0.0664359281139886,0.4192233447918844,0.6501512355107215,-0.0329896665108162,0.3577400190351947,-909.4306286155356,0.5838290963816165,1032.9938420120118,101.23892337582336,304.35946369801223,0.7921860349174471,28.72378334833911,0.2786503034602931,2.393972420982799,7.95460912672111,-0.7995640010216204,2.5679323695520906,6.275320455863375,80.67980855802494,2411.0,4681.82,208647447.08,156.0,0.0,156.0,0.0,0.0,0.0,0.07476726994899975,0.0,0.07476726994899975,0.0,0.0,0.0
Digras,Digras,20.0968334,77.7628184,2024,ok,-0.8037497119959285,31.28408184675743,-0.0583911906937281,0.4272680822121449,0.6739577037379085,0.0138113808525283,0.4045410663985393,-901.6984052014662,0.5895476323096362,1119.8588341993775,75.12254181869878,303.4171006595129,-0.1501770035817944,14.326162157039288,-0.04317959848459073,0.0,63.11690496906924,-1.0400224858229248,2.6899915935542693,39.61420554495172,110.28076576790035,2250.0,4419.28,199397727.93,96.0,0.0,92.0,0.0,4.0,0.0,0.04814498188951355,0.0,0.046138940977450485,0.0,0.0020060409120630646,0.0
Digras,Digras,20.0968334,77.7628184,2025,ok,-3.1683548395025425,28.91947671925083,-0.0296521590005068,0.4560071139053662,0.6663112764773439,0.012265880526398,0.4029955660724095,-890.834782291278,0.6624137522344176,1242.2773157537356,84.82789176894283,302.7880982469404,-0.7791794161539282,21.306970572904337,-0.22619990265768677,1.6701890726436996,57.94958054709961,-1.506879694118744,1.522431002024651,83.92682639312862,107.60095720987543,1443.0,2332.21,134072484.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Digras,Kalgaon,20.044482,77.8344011,2021,ok,-0.6575396427531486,34.01680228217249,-0.049993864120321,0.5595372856439701,0.7753330573520009,0.0011554804402351,0.3981393061657405,-904.9067323889094,0.6605108384531742,1167.6174748728515,86.55879844593953,303.10261100881723,-0.5194894160938297,27.328911210082442,-0.2916020419143817,0.7986828390031272,164.25991420466602,-0.7512579997727906,0.8861488167152299,57.773383874707015,92.74552260020846,2550.0,4172.43,164814030.64,124.0,2.0,107.0,0.0,15.0,0.0,0.07523631302413247,0.0012134889197440721,0.06492165720630787,0.0,0.009101166898080541,0.0
Digras,Kalgaon,20.044482,77.8344011,2022,ok,-0.3664474986058784,34.30789442631977,-0.0824910949628471,0.5270400548014438,0.7845828121668681,0.0176282062337384,0.4146120319592438,-875.4492583215383,0.6307936728262346,1498.4977245956898,72.40585615464796,303.3511148039856,-0.2709856209257679,19.10788401402445,0.06788226185743025,4.470292807732398,61.91432160349756,1.404240105031532,2.248276597256769,103.48858092239678,115.20633942954608,3060.0,4805.88,220261334.07,389.0,1.0,377.0,0.0,11.0,0.0,0.17660839186435426,0.00045400614875155336,0.1711603180793356,0.0,0.004994067636267086,0.0
Digras,Kalgaon,20.044482,77.8344011,2023,ok,-0.6884109488768224,33.98593097604883,-0.0886815156336778,0.520849634130613,0.8059823135053183,-0.031424948978098,0.3655588767474075,-916.5080001026276,0.6342317573082863,1037.4653301628284,99.27518241258412,304.41692278997755,0.7948223650662721,28.201317160996872,0.28835316564193125,2.0709750781768217,7.427052930419639,-0.7249833430513866,2.4925259990998034,5.653607049000089,81.43722164313468,4869.0,8455.9,383924790.19,267.0,0.0,267.0,0.0,0.0,0.0,0.06954487098055448,0.0,0.06954487098055448,0.0,0.0,0.0
Digras,Kalgaon,20.044482,77.8344011,2024,ok,-1.2071639119713022,33.467178012954356,-0.0771776475519653,0.5323535022123254,0.7912960474261487,0.0132943274867719,0.4102781532122771,-907.9165743580814,0.653412985456216,1133.9579359498148,73.64375059224865,303.4896536174297,-0.1324468074813845,15.286364067089922,-0.034322855317716894,0.0,70.62024643821512,-1.9205856001391965,2.1358349323668064,38.450075915937035,110.89533781862971,4463.0,7680.32,348595375.25,167.0,0.0,162.0,0.0,5.0,0.0,0.04790654491048071,0.0,0.046472217218550146,0.0,0.0014343276919305602,0.0
Digras,Kalgaon,20.044482,77.8344011,2025,ok,-4.0943251366505775,30.580016788275096,-0.0591434771937028,0.5503876725705877,0.7666733790538461,0.0114746229615899,0.408458448687096,-896.4664009031886,0.7290931608399346,1262.4910684849656,84.27466123377238,302.8435493529772,-0.7785510719334737,20.971572064815696,-0.23539018605095557,1.5469060930541079,59.30745877053575,-2.4851476046244914,0.8592139862127782,86.30331263823368,106.46702359518618,2736.0,3953.97,230606828.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Digras,Singad,20.049508,77.6394969,2021,ok,-1.0925996363597872,32.52844395922669,-0.0358248069667023,0.5756746545009955,0.7867921825956147,0.0012221723495779,0.3544174074962111,-881.1449504289454,0.6677861992074641,1154.51492622658,83.80274881516588,302.77175003887197,-0.5319060716501541,27.0,-0.2675065372563124,1.2063981042654026,160.37708305499,-1.1091833091142345,0.6536416075426108,56.068267111281095,90.34616113744079,1209.0,1899.36,74942308.5,41.0,1.0,31.0,0.0,9.0,0.0,0.05470874973113485,0.0013343597495398744,0.041365152235736107,0.0,0.01200923774585887,0.0
Digras,Singad,20.049508,77.6394969,2022,ok,0.5960813705611475,34.21712496614763,-0.1130267239416563,0.4984727375260419,0.7554685396851718,0.0219734396428291,0.3751686747894623,-856.0192629348361,0.5844111507633437,1433.3654461788,71.65838862559241,303.0171908631901,-0.2864652473322797,21.129952606635076,0.05905829640680847,2.8702843601895736,64.09487290793686,2.0919978120109555,2.69502647257394,88.67180120650062,120.16644549763038,1595.0,2358.15,107576242.48,166.0,1.0,160.0,0.0,5.0,0.0,0.15430916359702918,0.0009295732746808986,0.1487317239489438,0.0,0.004647866373404494,0.0
Digras,Singad,20.049508,77.6394969,2023,ok,-0.2490713762365523,33.37197221934993,-0.0913626639976942,0.5201367974700037,0.7715577469292998,-0.032502892644417,0.3206923425022161,-898.9294744728029,0.6153653811278443,957.168298594754,104.80298578199051,304.07829877382835,0.7746426633063958,29.49829383886257,0.24519624152331276,1.990616113744076,7.767522853946234,-0.27116917061147966,2.309107276108353,5.303977709375851,78.52886255924172,2977.0,5290.78,238532906.72,172.0,0.0,172.0,0.0,0.0,0.0,0.07210745148966002,0.0,0.07210745148966002,0.0,0.0,0.0
Digras,Singad,20.049508,77.6394969,2024,ok,-1.6493183200825958,31.97172527550387,-0.0806672292828913,0.5308322321848068,0.7920931088395892,0.0157112096294715,0.3689064447761053,-884.6170809598959,0.6502628369403102,1116.139813970194,76.02985781990522,303.1126358396858,-0.1910202708367741,14.123270142180095,-0.06409297805198601,0.0,70.01819349815214,-2.2790947630285423,2.201156028284791,30.48378093605076,111.84317535545028,2682.0,4844.53,218920103.41,32.0,0.0,32.0,0.0,0.0,0.0,0.014617204862209233,0.0,0.014617204862209233,0.0,0.0,0.0
Digras,Singad,20.049508,77.6394969,2025,ok,-4.333865187982996,29.287178407603474,-0.0222575518890086,0.5892419095786894,0.7859725668328852,0.0167365418217986,0.3699317769684319,-876.7196904721785,0.7418438976670667,1204.3727790143237,80.22161137440759,302.48688445002966,-0.8167716604922622,19.53696682464455,-0.21872984201359114,1.3476303317535545,60.096224397662404,-3.0850816982576097,0.5742594193800561,73.07997778415631,108.79805687203796,1161.0,1763.54,102381707.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Digras,Tivri,20.0968334,77.7628184,2021,fallback_taluka,-0.8043534627011459,31.283478096052217,-0.0270107399556317,0.4586485329502415,0.6571277981032222,0.0024997010474253,0.3932293865934361,-895.8513468370605,0.6160648334083303,1185.899676088518,84.5880680471971,303.05264026365194,-0.5146373994429263,26.392076955883056,-0.2877959020359526,1.112732786807563,154.27670556400898,0.13484095607091653,1.4361524526693423,68.56890205829025,93.35961711604988,2620.0,4494.82,176997882.36,191.0,3.0,165.0,0.0,23.0,0.0,0.10791089557304463,0.0016949355325609104,0.09322145429085008,0.0,0.012994505749633647,0.0
Digras,Tivri,20.0968334,77.7628184,2022,fallback_taluka,-0.4734896284737505,31.61434193027963,-0.0961653847306771,0.3894938881751963,0.616404945594904,0.0180286378195077,0.4087583233655185,-870.0881783740743,0.5582653692242106,1475.8420470006374,69.76491494100367,303.2908049984863,-0.2764726646085429,19.12713832156566,0.061092131442338306,4.648249064114108,54.599810166398036,0.536494421048814,3.156348050533395,107.5021140794927,115.96057432592525,3379.0,5517.64,252039854.14,402.0,4.0,392.0,0.0,6.0,0.0,0.15949858460745736,0.0015870505931090285,0.1555309581246848,0.0,0.0023805758896635427,0.0
Digras,Tivri,20.0968334,77.7628184,2023,fallback_taluka,-0.7104087795864754,31.37742277916689,-0.0664359281139886,0.4192233447918844,0.6501512355107215,-0.0329896665108162,0.3577400190351947,-909.4306286155356,0.5838290963816165,1032.9938420120118,101.23892337582336,304.35946369801223,0.7921860349174471,28.72378334833911,0.2786503034602931,2.393972420982799,7.95460912672111,-0.7995640010216204,2.5679323695520906,6.275320455863375,80.67980855802494,4667.0,8387.31,379737535.85,313.0,0.0,312.0,0.0,1.0,0.0,0.08242535184186743,0.0,0.08216201205962505,0.0,0.00026333978224238796,0.0
Digras,Tivri,20.0968334,77.7628184,2024,fallback_taluka,-0.8037497119959285,31.28408184675743,-0.0583911906937281,0.4272680822121449,0.6739577037379085,0.0138113808525283,0.4045410663985393,-901.6984052014662,0.5895476323096362,1119.8588341993775,75.12254181869878,303.4171006595129,-0.1501770035817944,14.326162157039288,-0.04317959848459073,0.0,63.11690496906924,-1.0400224858229248,2.6899915935542693,39.61420554495172,110.28076576790035,4385.0,7809.5,353961382.86,196.0,0.0,184.0,0.0,12.0,0.0,0.05537327219605834,0.0,0.051983071857524155,0.0,0.003390200338534184,0.0
Digras,Tivri,20.0968334,77.7628184,2025,fallback_taluka,-3.1683548395025425,28.91947671925083,-0.0296521590005068,0.4560071139053662,0.6663112764773439,0.012265880526398,0.4029955660724095,-890.834782291278,0.6624137522344176,1242.2773157537356,84.82789176894283,302.7880982469404,-0.7791794161539282,21.306970572904337,-0.22619990265768677,1.6701890726436996,57.94958054709961,-1.506879694118744,1.522431002024651,83.92682639312862,107.60095720987543,3136.0,4900.05,285977890.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Digras,Tuptakli,20.0968334,77.7628184,2021,fallback_taluka,-0.8043534627011459,31.283478096052217,-0.0270107399556317,0.4586485329502415,0.6571277981032222,0.0024997010474253,0.3932293865934361,-895.8513468370605,0.6160648334083303,1185.899676088518,84.5880680471971,303.05264026365194,-0.5146373994429263,26.392076955883056,-0.2877959020359526,1.112732786807563,154.27670556400898,0.13484095607091653,1.4361524526693423,68.56890205829025,93.35961711604988,1709.0,2888.69,113755673.21,91.0,2.0,83.0,0.0,6.0,0.0,0.07999601024909622,0.0017581540714087082,0.0729633939634614,0.0,0.005274462214226124,0.0
Digras,Tuptakli,20.0968334,77.7628184,2022,fallback_taluka,-0.4734896284737505,31.61434193027963,-0.0961653847306771,0.3894938881751963,0.616404945594904,0.0180286378195077,0.4087583233655185,-870.0881783740743,0.5582653692242106,1475.8420470006374,69.76491494100367,303.2908049984863,-0.2764726646085429,19.12713832156566,0.061092131442338306,4.648249064114108,54.599810166398036,0.536494421048814,3.156348050533395,107.5021140794927,115.96057432592525,2131.0,3392.31,154588009.25,271.0,1.0,265.0,0.0,5.0,0.0,0.17530467033942995,0.0006468807023595201,0.17142338612527283,0.0,0.0032344035117976007,0.0
Digras,Tuptakli,20.0968334,77.7628184,2023,fallback_taluka,-0.7104087795864754,31.37742277916689,-0.0664359281139886,0.4192233447918844,0.6501512355107215,-0.0329896665108162,0.3577400190351947,-909.4306286155356,0.5838290963816165,1032.9938420120118,101.23892337582336,304.35946369801223,0.7921860349174471,28.72378334833911,0.2786503034602931,2.393972420982799,7.95460912672111,-0.7995640010216204,2.5679323695520906,6.275320455863375,80.67980855802494,3582.0,6044.8,273227304.54,221.0,0.0,221.0,0.0,0.0,0.0,0.08088503466813873,0.0,0.08088503466813873,0.0,0.0,0.0
Digras,Tuptakli,20.0968334,77.7628184,2024,fallback_taluka,-0.8037497119959285,31.28408184675743,-0.0583911906937281,0.4272680822121449,0.6739577037379085,0.0138113808525283,0.4045410663985393,-901.6984052014662,0.5895476323096362,1119.8588341993775,75.12254181869878,303.4171006595129,-0.1501770035817944,14.326162157039288,-0.04317959848459073,0.0,63.11690496906924,-1.0400224858229248,2.6899915935542693,39.61420554495172,110.28076576790035,3345.0,5640.18,255493916.64,139.0,0.0,130.0,0.0,9.0,0.0,0.05440442646462536,0.0,0.05088183770072875,0.0,0.003522588763896606,0.0
Digras,Tuptakli,20.0968334,77.7628184,2025,fallback_taluka,-3.1683548395025425,28.91947671925083,-0.0296521590005068,0.4560071139053662,0.6663112764773439,0.012265880526398,0.4029955660724095,-890.834782291278,0.6624137522344176,1242.2773157537356,84.82789176894283,302.7880982469404,-0.7791794161539282,21.306970572904337,-0.22619990265768677,1.6701890726436996,57.94958054709961,-1.506879694118744,1.522431002024651,83.92682639312862,107.60095720987543,2161.0,3140.6,182808985.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghatanji,Ghatanji,20.0193812,78.2746661,2021,ok,0.2413636994689925,34.50099873160026,-0.002108923471268,0.621826364079075,0.8076249561715227,0.0093193101840163,0.4291349120775276,-917.1229495707008,0.6720446418137368,1235.2580038905176,81.15270468875931,303.5101149258284,-0.4749285565216271,23.51434125065188,-0.3211189023979932,0.17579291708149627,161.88466616585208,-1.114047199448114,0.5768419805733237,67.27976908087197,104.59683307258332,663.0,1131.37,42599805.85,20.0,11.0,7.0,0.0,2.0,0.0,0.046948570776174085,0.025821713926895747,0.016431999771660932,0.0,0.004694857077617408,0.0
Ghatanji,Ghatanji,20.0193812,78.2746661,2022,ok,1.5987036493993274,35.858338681530576,-0.111953299606465,0.5119819879438788,0.7660285465529496,0.011671322712429,0.4314869246059403,-886.3734895552185,0.5710117897781287,1596.5900543217913,65.14526146114827,303.7573765562465,-0.2276669261031518,17.027023183046513,0.10589170745879303,5.115962641634667,69.08041700116209,1.7065816600969177,2.7425610045013036,105.18035874418531,113.31820983264596,,,,,,,,,,,,,,,
Ghatanji,Ghatanji,20.0193812,78.2746661,2023,ok,-0.7002467339404745,33.55938829819077,-0.1231247501579404,0.5008105373924032,0.8057087005448935,-0.0319019423292417,0.3879136595642702,-932.117253163772,0.6112329118349249,1059.007420310808,103.48812402218746,304.77697370080244,0.7919302184523883,30.38946569952117,0.36050665853002667,1.2378040108092734,0.0,-0.9722921210943164,2.5567756455816157,6.2177772635343835,79.307922059451,2748.0,5565.74,249273243.27,261.0,0.0,259.0,0.0,2.0,0.0,0.10470437844678668,0.0,0.10390204604489559,0.0,0.0008023324018910856,0.0
Ghatanji,Ghatanji,20.0193812,78.2746661,2024,ok,-0.8518544978875223,33.407780534243734,-0.0347454406209692,0.5891898469293746,0.8174936164416015,0.0105637513608366,0.4303793532543484,-923.0727295910197,0.6737296660918187,1165.1538528448284,72.55629829801356,303.8577629019272,-0.1272805804227179,16.08813350400607,-0.013178641546377773,0.2034798274309013,83.18038473794806,-1.0769392552146415,1.2647713811892913,42.58788784329308,108.89541554070074,2524.0,5046.81,226563373.02,155.0,61.0,94.0,0.0,0.0,0.0,0.0684135294835663,0.026924034183855125,0.041489495299711174,0.0,0.0,0.0
Ghatanji,Ghatanji,20.0193812,78.2746661,2025,ok,-4.112974362714827,30.146660669416423,-0.0544165042183263,0.5695187833320171,0.791919226486615,0.0125116774682824,0.4323272793617946,-906.7320848606032,0.7310500656262866,1357.412847740743,75.61906793723035,303.2014466410385,-0.7835968413116742,18.32152846916038,-0.2709905864334819,3.305883468449249,63.8289250567932,-3.0924507993288013,0.3415659796256812,102.16800944566273,110.3510643341393,1040.0,1724.62,100250329.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghatanji,Ghoti,20.0153713,78.2043743,2021,ok,0.3952110197429702,34.86113081432531,-0.0088676233284498,0.597765742879746,0.7907112603807563,0.0077290713341864,0.4125476055699995,-916.0218832126092,0.6230655598622246,1230.3749206807895,81.30344108446297,303.4853796853933,-0.470967529145856,24.18030145037444,-0.31981043673670617,0.0,157.60548722821957,-0.5760740460550252,0.45503548115766906,65.48638610544221,98.17575125604321,1053.0,1885.83,68684002.65,25.0,0.0,21.0,0.0,4.0,0.0,0.03639857759512796,0.0,0.03057480517990749,0.0,0.005823772415220475,0.0
Ghatanji,Ghoti,20.0153713,78.2043743,2022,ok,0.7655848695925772,35.23150466417493,-0.0900216909262747,0.5166116752819208,0.7584317766641795,0.0140258303640473,0.4188443645998607,-884.5110885378972,0.5538469870726517,1600.8241471087608,68.98871930988716,303.73039437379475,-0.2259528407443424,17.960944165323728,0.10402647076212158,5.923879040667363,65.80640662465686,1.5805306413331877,2.5708142303728194,106.23622043147017,111.29291876007207,,,,,,,,,,,,,,,
Ghatanji,Ghoti,20.0153713,78.2043743,2023,ok,-0.5566412579600509,33.90927853662229,-0.1228081849192905,0.4838251812889053,0.8016193446351777,-0.0364827686979698,0.3683357655378435,-930.4949504030976,0.5633099324446005,1060.2664887501917,103.3669542136695,304.73906044692325,0.7827132323841386,29.677030998198877,0.3463125611448244,1.1809650203810789,0.0,-1.049138537419934,2.5185224674509255,5.022560079760633,80.05858375201441,3446.0,7308.68,320029640.55,313.0,0.0,312.0,0.0,1.0,0.0,0.09780344078819733,0.0,0.09749096973136602,0.0,0.00031247105683130137,0.0
Ghatanji,Ghoti,20.0153713,78.2043743,2024,ok,-1.356959466212969,33.10896032836937,-0.0208688073500162,0.5857645588581792,0.8085467036286729,0.0134543114871838,0.4182728457229968,-920.498455246335,0.650724156576736,1177.775616008851,74.45113280879703,303.829220103583,-0.1271271109561356,16.702151862735803,-0.010497099349896634,0.5039340221821972,74.62318241148722,-0.7850391599117971,1.09845873168189,41.241320186567506,108.88283249597114,3235.0,6924.35,307983413.54,124.0,0.0,120.0,0.0,4.0,0.0,0.0402619084497858,0.0,0.038963137209470124,0.0,0.0012987712403156708,0.0
Ghatanji,Ghoti,20.0153713,78.2043743,2025,ok,-3.9810184069536088,30.484901387628735,-0.0248622629159706,0.5817711032922251,0.7849884813590651,0.0091468652555301,0.4139653994913434,-905.048197339338,0.7045901197769838,1359.3825249123863,77.56062185989194,303.1661848801397,-0.7901623343997544,18.558820741302497,-0.27316684718936873,2.740164944544507,59.84528770208632,-3.3425260465045223,0.28452452879364065,102.63702875375216,105.05858375201439,1754.0,3033.05,174414697.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghatanji,Kurli,19.8914494,79.0198731,2021,ok,1.0429451293636804,35.68661451030979,-0.0146052223789802,0.5939321747732937,0.777567357850809,0.0151896650774853,0.4494910481733825,-916.3009356160354,0.6375144387743713,1386.8773092729723,80.61377117638686,303.92901330920176,-0.4686576999542358,21.735016371660425,-0.3356497495443217,2.546576187538557,178.2653993906071,-1.049997614881314,0.5697823303457108,97.4278140167617,112.66971954633898,1582.0,2541.91,94326305.4,15.0,0.0,12.0,0.0,3.0,0.0,0.015902244804766836,0.0,0.012721795843813468,0.0,0.003180448960953367,0.0
Ghatanji,Kurli,19.8914494,79.0198731,2022,ok,0.539448646410072,35.18311802735621,-0.0961695973493411,0.5123677998029328,0.7592624294589086,0.0080497370037071,0.4423511200996041,-888.2938077174747,0.588328270123508,1762.3580591882076,72.91135576329903,304.19934572753124,-0.1983252816251013,18.088312058083805,0.11170731873101897,8.508518008826464,46.028856416729084,0.7053891376836786,2.749893299189074,110.7945367830489,115.294452617093,,,,,,,,,,,,,,,
Ghatanji,Kurli,19.8914494,79.0198731,2023,ok,-0.1188008043242644,34.52486857662187,-0.1119434327297492,0.4965939644225242,0.7494968760373684,-0.0295115723862009,0.4047898107096954,-927.6629435225892,0.5925563960390723,1234.785155476727,100.6333222607128,305.03484975658625,0.6371787474296459,28.229915057182176,0.3193235607411315,5.971337730745507,4.088386069487731,-0.38255374341219267,2.3639208991321663,16.505550341528537,77.913870829972,3363.0,6879.23,304355510.03,312.0,0.0,310.0,0.0,2.0,0.0,0.10251169757670775,0.0,0.10185457131019039,0.0,0.0006571262665173574,0.0
Ghatanji,Kurli,19.8914494,79.0198731,2024,ok,-0.2324634663589187,34.411205914587214,-0.0745602739378658,0.5339771232144082,0.7734651396595065,0.0029118024439351,0.437213185539832,-923.515834369154,0.6223033969466123,1290.3009437653827,74.34067289897025,304.3697792775383,-0.0278917316181418,13.237222986760315,0.012941208173794004,1.4156503582783657,93.00147374905674,-1.9993636265169563,2.1289420021814385,39.5376733170321,106.00711811322549,3127.0,7175.74,322929153.21,110.0,0.0,110.0,0.0,0.0,0.0,0.03406319897307856,0.0,0.03406319897307856,0.0,0.0,0.0
Ghatanji,Kurli,19.8914494,79.0198731,2025,ok,-4.611460219896701,30.032209161049412,-0.0113817427996712,0.597155654352603,0.7786588869919863,0.0130172224287482,0.4473186055246451,-902.941279646514,0.7619372470199139,1566.13792378699,72.11749632230817,303.6781280528974,-0.7195429562588975,15.594552270678117,-0.2695694055595355,3.331941346747023,57.4827212068171,-3.0968181101373897,0.5415658936785698,134.42302372300256,108.1867318369478,1720.0,2896.99,168525545.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghatanji,Prawa,20.0193812,78.2746661,2021,fallback_taluka,0.2413636994689925,34.50099873160026,-0.002108923471268,0.621826364079075,0.8076249561715227,0.0093193101840163,0.4291349120775276,-917.1229495707008,0.6720446418137368,1235.2580038905176,81.15270468875931,303.5101149258284,-0.4749285565216271,23.51434125065188,-0.3211189023979932,0.17579291708149627,161.88466616585208,-1.114047199448114,0.5768419805733237,67.27976908087197,104.59683307258332,2093.0,3966.88,137368350.2,66.0,0.0,37.0,0.0,29.0,0.0,0.04804600179292246,0.0,0.026934879793001985,0.0,0.021111121999920476,0.0
Ghatanji,Prawa,20.0193812,78.2746661,2022,fallback_taluka,1.5987036493993274,35.858338681530576,-0.111953299606465,0.5119819879438788,0.7660285465529496,0.011671322712429,0.4314869246059403,-886.3734895552185,0.5710117897781287,1596.5900543217913,65.14526146114827,303.7573765562465,-0.2276669261031518,17.027023183046513,0.10589170745879303,5.115962641634667,69.08041700116209,1.7065816600969177,2.7425610045013036,105.18035874418531,113.31820983264596,,,,,,,,,,,,,,,
Ghatanji,Prawa,20.0193812,78.2746661,2023,fallback_taluka,-0.7002467339404745,33.55938829819077,-0.1231247501579404,0.5008105373924032,0.8057087005448935,-0.0319019423292417,0.3879136595642702,-932.117253163772,0.6112329118349249,1059.007420310808,103.48812402218746,304.77697370080244,0.7919302184523883,30.38946569952117,0.36050665853002667,1.2378040108092734,0.0,-0.9722921210943164,2.5567756455816157,6.2177772635343835,79.307922059451,3327.0,6916.31,300271777.54,424.0,0.0,422.0,0.0,2.0,0.0,0.14120541180181936,0.0,0.14053934853860325,0.0,0.0006660632632161291,0.0
Ghatanji,Prawa,20.0193812,78.2746661,2024,fallback_taluka,-0.8518544978875223,33.407780534243734,-0.0347454406209692,0.5891898469293746,0.8174936164416015,0.0105637513608366,0.4303793532543484,-923.0727295910197,0.6737296660918187,1165.1538528448284,72.55629829801356,303.8577629019272,-0.1272805804227179,16.08813350400607,-0.013178641546377773,0.2034798274309013,83.18038473794806,-1.0769392552146415,1.2647713811892913,42.58788784329308,108.89541554070074,3200.0,6633.21,293796225.08,167.0,20.0,145.0,0.0,2.0,0.0,0.05684211904170189,0.0068074394061918425,0.04935393569489086,0.0,0.0006807439406191843,0.0
Ghatanji,Prawa,20.0193812,78.2746661,2025,fallback_taluka,-4.112974362714827,30.146660669416423,-0.0544165042183263,0.5695187833320171,0.791919226486615,0.0125116774682824,0.4323272793617946,-906.7320848606032,0.7310500656262866,1357.412847740743,75.61906793723035,303.2014466410385,-0.7835968413116742,18.32152846916038,-0.2709905864334819,3.305883468449249,63.8289250567932,-3.0924507993288013,0.3415659796256812,102.16800944566273,110.3510643341393,2188.0,3953.13,227941128.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
