taluka,revenue_circle,lat,lon,year,geocode_flag,LST_anom_C,LST_mean_C,NDVI_anom,NDVI_mean,NDVI_peak,SM_anom,SM_mean,SPI30_mean,VHI_mean,cumRain_mm,drySpellDays,dry_spell_julaug,gdd_surplus,heavy_rain_days,june_rain_mm,lst_anom_augsep,ndvi_slow_greenup,oct_rain_mm,sm_wet_days,tmax_K_mean,tmax_anom_K,farmers_total,area_ha,sum_insured_rs,claim_total_lac,claim_yield_lac,claim_local_lac,claim_prevented_lac,claim_postharvest_lac,claim_midterm_lac,rate_total,rate_yield,rate_local,rate_prevented,rate_postharvest,rate_midterm,district,SAR_VV_mean_dB,SPI30_min,sm_anom,sm_mean,tmax_anom_C,tmax_mean_C,ET_mean_mm8d,ET_anom_mm8d,SMAP_sm_mean,SMAP_sm_anom,SAR_VH_mean_dB,SAR_CR_mean_dB,rule_VHI_mean,rule_drySpellDays,rule_dry_spell_julaug,rule_SMAP_sm_anom,rule_cumRain_mm,rule_heavy_rain_days,rule_sm_wet_days,drought_rule_count,trigger_drought,flood_rule_count,trigger_flood,trigger_heat,trigger_any,payout_drought_pct,payout_flood_pct,payout_total_pct,payout_rs_per_ha
Nandgaon-Khandeshwar,Papal,20.6435073,77.6837462,2025,,-4.6460828488290025,30.753933191818668,-0.0564936822205441,0.535617345247834,,,,,0.4208304036283093,954.2442102298152,87.84090050972246,28.435387955446483,-0.2119446891536634,0.0,143.40512606195085,-2.9127437237002645,0.0620768217859165,71.58124792944002,104.32924296771756,,,,,267576172.18,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,Amravati,-7.828223310247537,-914.5448354920068,0.0122892701372936,0.4358748870669964,-0.7939117507422929,302.96698936388395,22.50930069652138,1.7765142136065086,0.3058992880432587,0.0034967055419424,-16.283987818500222,-8.455764508252686,True,False,True,False,False,False,False,2,True,0,False,False,True,0.1,0.0,0.1,4000.0
Nandgaon-Khandeshwar,Shivani,20.6966141,77.7634554,2025,,-4.866523054194683,30.069351430638815,-0.055190557836398,0.5282787373046209,,,,,0.3950630171958066,987.5664257062456,84.16695767070927,27.31890897078949,-0.2177783845950499,0.0411023547732527,145.4100844771898,-2.857076324295837,0.0128964796375819,84.54347335021423,108.68661224104576,,,,,220996579.64,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,Amravati,-8.04182398332935,-913.6959607871884,0.0131482586008894,0.4376313445731099,-0.7999565936232761,303.14653735147334,23.128332782785147,1.6821347195557197,0.3040129012080104,0.0029715690084111,-16.399961806380503,-8.358137823051152,True,False,True,False,False,False,False,2,True,0,False,False,True,0.1,0.0,0.1,4000.0
Teosa,Kurha,20.9441261,78.0566811,2025,,-4.6464397797277925,30.956417702700406,0.0081727500143919,0.6018999931965311,,,,,0.4751775721866518,1066.497205116241,82.77108944467994,23.665065234798178,-0.1954113756040837,0.9959022184541472,128.63452259562715,-3.0886851914650135,0.018764313974848,82.64607689464188,105.35914464697852,,,,,111962834.01,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,Amravati,-8.32092677100417,-908.0348212138776,0.0091807537418386,0.4371899775140282,-0.8292647530450669,302.96582718071215,23.280208567367875,1.9695506789420667,0.3112981467870597,0.0033977365946894,-16.101397668526182,-7.780470897522005,True,False,False,False,True,False,False,1,False,1,False,False,False,0.0,0.0,0.0,0.0
Teosa,Mozari,21.0678625,78.0281497,2025,,-4.775343072644894,31.157626284363342,-0.0193072667074644,0.5449516609392897,,,,,0.4290211408334238,1045.6278101317068,86.44640587487639,26.10130395895118,-0.1836143835136287,0.2143765004942804,138.7447181077806,-2.9863567925152523,-0.0579387892482229,85.47625014167275,110.68027114814284,,,,,134068418.57,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,Amravati,-8.412185024108247,-921.9688745884472,0.0105874441416357,0.4408861361703996,-0.8259489740428372,302.82863600559057,23.341885544862592,2.165057708364027,0.3134669084288679,0.0032697142121684,-16.301833849939147,-7.889648825830896,True,False,False,False,True,False,False,1,False,1,False,False,False,0.0,0.0,0.0,0.0
Teosa,Tiwasa,21.0870661,78.0654751,2025,,-4.743999372709163,31.509087805883947,-0.0134831424477287,0.5476295548443109,,,,,0.4303513746579945,1054.801811779177,86.65089899275156,26.21698202014497,-0.1935619791255146,0.2412218770592111,138.5936647433461,-3.116764458820045,-0.0265646380495152,90.01431465198718,110.93109291160694,,,,,131544207.71,32.0,32.0,0.0,,,,0.0243264226962745,0.0243264226962745,0.0,,,,Amravati,-8.323028415777394,-920.8188451231082,0.0110583958619936,0.4426097630791396,-0.8418520967074236,302.844304194364,23.47915526328639,2.0001287971650235,0.3150568700485914,0.0024892084330676,-16.29966022671174,-7.976631810934348,True,False,False,False,True,False,False,1,False,1,False,False,False,0.0,0.0,0.0,0.0
Teosa,Varha,21.0972979,78.0993715,2025,,-4.471051696195423,31.723056016980447,-0.0285214964587975,0.5366192365230303,,,,,0.4300087728051037,1059.4538462136106,87.11345447697954,26.497834478862615,-0.1981182635359481,0.2216363807551077,138.28364088239826,-3.812895758384667,-0.0029701887769513,89.43657975957042,111.0,,,,,205706735.13,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,Amravati,-8.192163916683038,-918.9765433619002,0.011281291230968,0.4431665027350709,-0.8487995664729624,302.8552437832481,23.292800557350045,1.8475565013617052,0.317570807973989,0.0017125096746268,-16.362256287682325,-8.170092370999276,True,False,False,False,True,False,False,1,False,1,False,False,False,0.0,0.0,0.0,0.0
Teosa,Warkhed,21.061434,78.1251097,2025,,-4.052877397556312,31.80334136926255,-0.0462520951723127,0.5304909427228864,,,,,0.4256818380720995,1070.6148281331268,86.98992182349058,25.62282188942261,-0.2008265386455193,0.0439860600923047,136.95438295011525,-3.993033561212749,0.0210094635961194,94.3798170460018,109.48879156070444,,,,,111677147.53,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,Amravati,-8.398293485894532,-923.3823337443424,0.0109836394132365,0.4370783684766713,-0.8542246307470447,302.88654622175267,23.0166319656162,1.9246361099130969,0.3182298807092019,0.001242745734714,-16.39264944841431,-7.994355962519784,True,False,False,False,True,False,False,1,False,1,False,False,False,0.0,0.0,0.0,0.0
Warud,Benoda,21.4575221,78.1842792,2025,,-3.290766074051955,30.22126125235946,-0.0693237242382987,0.5236276278109012,,,,,0.4261707939319116,1170.9590174076652,85.28148913196566,23.54443453358997,-0.1353488315440216,1.5960753016290317,165.23915148618212,-2.7574499629103633,-0.150139608469086,45.21568175671413,108.85343411107462,,,,,3092479.45,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,Amravati,-8.198816434164886,-909.0661838812304,0.0117803139482851,0.4081576230422473,-0.8028476332476493,302.3181165080212,23.41842903089083,1.8416224288812972,0.3397034983190929,0.0018442928186633,-15.517213720135242,-7.318397285970361,True,False,False,False,True,False,False,1,False,1,False,False,False,0.0,0.0,0.0,0.0
Warud,Loni,21.3751262,78.1812742,2025,,-3.232224186293572,29.601461609046584,0.0006415114398267,0.548262094910125,,,,,0.4399562621228749,1114.341031191896,84.72077952571027,24.06297252876262,-0.1552530396405919,0.4930734914299132,155.17770676664009,-1.851742242506139,-0.1156719605541207,49.708232988292295,110.2880957971355,,,,,8952766.81,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,Amravati,-8.14479227353075,-923.9105761651648,0.0122173087999801,0.4325156778360236,-0.8056988555245489,302.74133107853396,23.072763796202196,2.0282125388616583,0.3392474577163246,0.0024884093868589,-15.905761011052206,-7.760968737521451,True,False,False,False,True,False,False,1,False,1,False,False,False,0.0,0.0,0.0,0.0
Warud,Pusala,21.2187809,78.0150415,2025,,-4.518412590235315,30.805844865231123,-0.0252242377212372,0.5438281772719439,,,,,0.4196919228698758,1060.2053576169492,86.9472322814278,25.542726802426746,-0.1769209762849839,0.2256031604195081,149.65782951693842,-3.144310843095744,-0.0449650308046842,67.6997393954775,108.2661430654188,,,,,27755480.33,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,Amravati,-8.00921691558007,-919.0421513526064,0.0118737887007375,0.4278529469520228,-0.8215403880659123,302.88088198497263,22.30619151289135,1.6098246440561972,0.3231245873017902,0.0041858462277525,-16.072836731585504,-8.063619816005424,True,False,False,False,True,False,False,1,False,1,False,False,False,0.0,0.0,0.0,0.0
Warud,RajuraBazar.,21.4586119,78.2758253,2025,,-3.3160009368396963,30.412371294886697,-0.037212188525317,0.4958794777501317,,,,,0.3972350281647475,1173.126781267862,85.60396225529318,22.988498192573115,-0.1590782024248011,1.8335289423031784,164.56590510556902,-3.0394318106058007,-0.0877683489038072,50.61815495944203,109.78761560490116,,,,,33500934.78,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,Amravati,-7.432324902051591,-915.6814150268892,0.0112143578394384,0.4256023496772126,-0.8406546803947061,302.45807476876956,22.553168860769023,1.944037166248273,0.3375282808778028,-0.0005089471227803,-15.362142750475302,-7.929817848423712,True,False,False,False,True,False,False,1,False,1,False,False,False,0.0,0.0,0.0,0.0
Warud,ShendurjanaGha.,21.4586119,78.2758253,2025,,-3.3160009368396963,30.412371294886697,-0.037212188525317,0.4958794777501317,,,,,0.3972350281647475,1173.126781267862,85.60396225529318,22.988498192573115,-0.1590782024248011,1.8335289423031784,164.56590510556902,-3.0394318106058007,-0.0877683489038072,50.61815495944203,109.78761560490116,,,,,3896313.7,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,Amravati,-7.432324902051591,-915.6814150268892,0.0112143578394384,0.4256023496772126,-0.8406546803947061,302.45807476876956,22.553168860769023,1.944037166248273,0.3375282808778028,-0.0005089471227803,-15.362142750475302,-7.929817848423712,True,False,False,False,True,False,False,1,False,1,False,False,False,0.0,0.0,0.0,0.0
Warud,Warud,21.4586119,78.2758253,2025,,-3.3160009368396963,30.412371294886697,-0.037212188525317,0.4958794777501317,,,,,0.3972350281647475,1173.126781267862,85.60396225529318,22.988498192573115,-0.1590782024248011,1.8335289423031784,164.56590510556902,-3.0394318106058007,-0.0877683489038072,50.61815495944203,109.78761560490116,,,,,4135396.14,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,Amravati,-7.432324902051591,-915.6814150268892,0.0112143578394384,0.4256023496772126,-0.8406546803947061,302.45807476876956,22.553168860769023,1.944037166248273,0.3375282808778028,-0.0005089471227803,-15.362142750475302,-7.929817848423712,True,False,False,False,True,False,False,1,False,1,False,False,False,0.0,0.0,0.0,0.0
Warud,Wathoda,21.4349888,78.3575718,2025,,-3.1778425606157543,30.712640090656137,-0.01022800158596,0.5167604057762334,,,,,0.3980620160051488,1176.9598805529092,84.9249225279369,22.141374776974367,-0.1823967486224973,1.0494412620903368,157.97815328765176,-3.1474700011643937,-0.0594426964973237,53.03971282559369,111.72081885623062,,,,,52586861.08,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,Amravati,-8.206172776482166,-914.9643095092082,0.0120161507821996,0.443133963094071,-0.894535297021513,302.60178812656704,22.471851322832393,2.0258987994919204,0.335791080209199,-0.0002432553569345,-15.937848482743714,-7.73167570626155,True,False,False,False,True,False,True,1,False,2,True,False,True,0.0,0.14232934150171134,0.14232934150171134,5693.1736600684535
Ballarpur,Ballarpur,19.8568413,79.3480253,2025,,-3.386231258786079,29.69035311695983,-0.0143576729554775,0.5169909436906301,,,,,0.415511049234556,1632.163301936256,68.28987569978175,18.59260840686972,-0.2445545281054719,3.3106082170983955,96.57523908333992,-2.307671034126735,0.0230785273745137,147.02614424812523,104.93158743713823,,,,,36095210.94,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,Chandrapur,-7.186193304273217,-933.9943792920689,0.0113912352318108,0.4391232861714526,-0.6281902912469797,303.89329906225305,24.869697801527455,0.2483050289144265,0.3389615846495779,0.0057468861963595,-14.782770503687129,-7.596577199413905,True,False,False,False,True,True,False,1,False,2,True,False,True,0.0,0.21283861495653825,0.21283861495653825,8513.54459826153
Ballarpur,Kothari,19.7927776,79.4932767,2025,,-3.714789365783574,29.476386368945057,0.0228584423821428,0.5832926606327202,,,,,0.4570147519819137,1529.8768244916043,72.86115066932496,22.45827399601252,-0.2715028556783477,5.7039305041298745,83.94903062265315,-2.192919240363274,0.1570192300389253,130.41142794585772,108.0602867179341,,,,,48387703.27,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,Chandrapur,-8.045699284188645,-924.9207029217448,0.0154269616596301,0.4533742157780148,-0.6420226635390719,303.7395852162692,24.793792320530873,-0.060582801637939,0.3438432633545757,0.002537433139723,-15.562976137591544,-7.517276853402902,True,False,False,False,True,True,False,1,False,2,True,False,True,0.0,0.14539855658709294,0.14539855658709294,5815.942263483717
Bhadravati,Bhadrawati,20.1006291,79.1254709,2025,,-3.661761502563904,30.511369588949663,-0.0219276288366805,0.5522679913477326,,,,,0.4453282082346742,1656.6127813637477,72.5197991663509,21.466654035619555,-0.2636574502544385,5.43089238347859,118.6941961518705,-2.680100399310159,0.0981976743084501,137.67778158207346,111.36112163698364,,,,,5803533.97,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,Chandrapur,-7.784876157272733,-888.7178598833215,0.0103580123015893,0.4408402394574154,-0.6719810813529077,303.85211719712225,23.18552709176125,0.4161233484734042,0.3363874130326493,0.0132227286543978,-15.164517320482329,-7.379641163209594,True,False,False,False,True,True,False,1,False,2,True,False,True,0.0,0.22950871456619173,0.22950871456619173,9180.34858264767
Bhadravati,Chandankheda,20.2656646,79.2204911,2025,,-3.734172823571196,30.461445290132364,0.0015767609502481,0.5458525096728067,,,,,0.4633572525287127,1577.454686527845,71.05199659348979,19.208979939439818,-0.2615747251332096,3.5943414080242246,124.98112650436128,-1.9953237803090216,0.0868004849545798,118.57007327059776,110.18333648750944,,,,,88558307.48,18.0,18.0,0.0,,,,0.0203255917058544,0.0203255917058544,0.0,,,,Chandrapur,-7.639564102528501,-878.5733901010306,0.0124579804653099,0.423552542460215,-0.6643508465082618,303.65115714342045,22.22342498705128,0.8032777700306777,0.3399855073493461,0.0059388930458832,-15.687297361631591,-8.047733259103083,True,False,False,False,True,True,False,1,False,2,True,False,True,0.0,0.17553728626898538,0.17553728626898538,7021.491450759415
Bhadravati,Ghodpethh.,20.1673903,79.2301936,2025,,-2.9874889361896986,27.89339452731664,0.0237004257821131,0.6878379171007354,,,,,0.522535488900946,1705.7562198321975,72.79429870252864,21.317596363291976,-0.2620596526887458,5.30779429870253,124.11648298986466,-1.3906697962317682,0.1210973884837578,142.24255076768648,112.84477696751584,,,,,42903517.21,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,Chandrapur,-7.382186144455104,-891.5512299892225,0.0136293552921269,0.4097628987317193,-0.6628219318265832,303.77178280163207,29.787528670601557,0.3152796721612279,0.33992298357792,0.0061018380370597,-14.503566439740387,-7.121380295285284,False,False,False,False,True,True,True,0,False,3,True,False,True,0.0,0.2630156044310439,0.2630156044310439,10520.624177241756
Bhadravati,MangaliRai.,20.1673903,79.2301936,2025,,-2.9874889361896986,27.89339452731664,0.0237004257821131,0.6878379171007354,,,,,0.522535488900946,1705.7562198321975,72.79429870252864,21.317596363291976,-0.2620596526887458,5.30779429870253,124.11648298986466,-1.3906697962317682,0.1210973884837578,142.24255076768648,112.84477696751584,,,,,106170209.13,21.0,21.0,0.0,,,,0.019779559795617,0.019779559795617,0.0,,,,Chandrapur,-7.382186144455104,-891.5512299892225,0.0136293552921269,0.4097628987317193,-0.6628219318265832,303.77178280163207,29.787528670601557,0.3152796721612279,0.33992298357792,0.0061018380370597,-14.503566439740387,-7.121380295285284,False,False,False,False,True,True,True,0,False,3,True,False,True,0.0,0.2630156044310439,0.2630156044310439,10520.624177241756
Bhadravati,Muudhholi,20.1673903,79.2301936,2025,,-2.9874889361896986,27.89339452731664,0.0237004257821131,0.6878379171007354,,,,,0.522535488900946,1705.7562198321975,72.79429870252864,21.317596363291976,-0.2620596526887458,5.30779429870253,124.11648298986466,-1.3906697962317682,0.1210973884837578,142.24255076768648,112.84477696751584,,,,,46043504.32,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,Chandrapur,-7.382186144455104,-891.5512299892225,0.0136293552921269,0.4097628987317193,-0.6628219318265832,303.77178280163207,29.787528670601557,0.3152796721612279,0.33992298357792,0.0061018380370597,-14.503566439740387,-7.121380295285284,False,False,False,False,True,True,True,0,False,3,True,False,True,0.0,0.2630156044310439,0.2630156044310439,10520.624177241756
Bhadravati,NandoriBu.,20.1673903,79.2301936,2025,,-2.9874889361896986,27.89339452731664,0.0237004257821131,0.6878379171007354,,,,,0.522535488900946,1705.7562198321975,72.79429870252864,21.317596363291976,-0.2620596526887458,5.30779429870253,124.11648298986466,-1.3906697962317682,0.1210973884837578,142.24255076768648,112.84477696751584,,,,,75217621.29,1.0,1.0,0.0,,,,0.0013294757037643,0.0013294757037643,0.0,,,,Chandrapur,-7.382186144455104,-891.5512299892225,0.0136293552921269,0.4097628987317193,-0.6628219318265832,303.77178280163207,29.787528670601557,0.3152796721612279,0.33992298357792,0.0061018380370597,-14.503566439740387,-7.121380295285284,False,False,False,False,True,True,True,0,False,3,True,False,True,0.0,0.2630156044310439,0.2630156044310439,10520.624177241756
Brahmapuri,Ahernavargao,20.6575868,79.8872898,2025,,-2.52467126461822,30.307409366638858,-0.0301015477688637,0.4107605463793193,,,,,0.4239180895993032,1496.9481782126334,78.63010854176498,22.35332704105711,-0.2868261509972405,3.3470033034450215,120.177301484429,-4.641623345507835,-0.0762220764511562,117.67268073317318,111.48357715903732,,,,,17764694.51,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,Chandrapur,-9.86368904393892,-887.6729401117947,0.010079474815187,0.4434454796115526,-0.6412094972124952,303.69336571988913,21.757003960661745,0.8041610304677755,0.3110237963937149,-0.0075129975387655,-17.500641341422217,-7.636952297483313,True,False,False,True,True,True,True,2,True,3,True,False,True,0.0,0.13043099009665154,0.13043099009665154,5217.239603866062
Brahmapuri,Awalgaon,20.4059982,79.9431538,2025,,-3.4318895926889437,28.078164237422097,-0.0590204344160244,0.4618774415709266,,,,,0.3871411996926934,1550.848510526452,71.6637984019668,17.872062786629463,-0.2874131949500437,3.5748664365751015,120.07876116087704,-1.7569576941495886,-0.1660932296345326,112.2198053098974,112.68393929365038,,,,,77936476.53,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,Chandrapur,-8.648021020232202,-898.5450532413034,0.0126716616956361,0.4506939960001845,-0.6477800516174628,303.5591019283385,24.751701997347674,0.4686078294408845,0.3371589656958517,-0.0003244519447875,-16.048123928535336,-7.400102908303135,True,False,False,False,True,True,True,1,False,3,True,False,True,0.0,0.157396711722581,0.157396711722581,6295.86846890324
Brahmapuri,Bramhapuri,20.608405,79.8585801,2025,,-2.2529515797405963,30.878702703522908,-0.0431499465005035,0.470212860334844,,,,,0.4012056613283891,1481.308483322109,78.13585725075532,22.337566087613297,-0.2856876092836414,3.043381797583081,117.3550043202795,-1.8532160605068817,-0.0660446233006042,113.340874335609,114.20274735649546,,,,,33285254.77,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,Chandrapur,-8.41640499353037,-885.8756986598969,0.0116557356522716,0.4466121838435832,-0.6430605573675573,303.6626630271822,22.825324460420664,0.782530714907613,0.3104806942823047,-0.007843678917038,-16.389561718369503,-7.973156724839127,True,False,False,True,True,True,True,2,True,3,True,False,True,0.0,0.12332203787368586,0.12332203787368586,4932.881514947434
Brahmapuri,Chaoughan,20.6040327,79.868277,2025,,-2.30891600684296,30.761715219509313,-0.0425961790473192,0.4665731339838422,,,,,0.3996922804598172,1488.5871760163895,77.7776203966006,22.323984891406997,-0.2873518009981741,3.325590179414543,117.96356168630194,-1.8953078782102175,-0.065732119924457,114.58236790356544,113.8330028328612,,,,,62933632.14,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,Chandrapur,-8.516785782026819,-884.3650900869312,0.0115027430454088,0.4454791823452194,-0.6414778725499053,303.6789864176615,22.66861660682912,0.7511009599470367,0.3098638502745497,-0.0081186995360511,-16.47164653098185,-7.954860748955028,True,False,False,True,True,True,True,2,True,3,True,False,True,0.0,0.12663053455290435,0.12663053455290435,5065.221382116174
Brahmapuri,Gangalwadi,20.4836844,79.9167786,2025,,-3.19265511600181,29.21694125911728,-0.0233671850556973,0.4865195365733306,,,,,0.4102638089638263,1504.5113842225414,75.29972597562124,20.349664556363976,-0.2914200980394528,3.6064915430407263,119.61331944514684,-1.4103115693070292,-0.0613334356987621,114.01717905518156,111.94453368610031,,,,,22864379.96,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,Chandrapur,-8.822787446826553,-896.4982041925418,0.0103176432604717,0.4478896184335721,-0.6473006041124783,303.58067710210923,22.829752979263624,0.5981879492589872,0.3267743010765594,-0.0044961472455601,-16.459740833022863,-7.636953386196317,True,False,False,False,True,True,True,1,False,3,True,False,True,0.0,0.1338688110102461,0.1338688110102461,5354.752440409845
Brahmapuri,Mendaki,20.4715194,79.8322318,2025,,-3.123651316827447,28.450431330665236,-0.0618806875744739,0.573000787914101,,,,,0.4070043822112874,1488.67847815529,74.6984456937686,19.73694902442482,-0.2746282115466198,3.153351915717864,125.05135093867938,-0.9594427029076772,-0.143240423772854,113.13897151172677,114.9679217650116,,,,,67057806.32,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,Chandrapur,-7.832904448378375,-896.5855694723463,0.0123333670026075,0.4519794923883792,-0.6400540982427619,303.54102612003913,29.86618867999593,0.4607949315344391,0.3255860053744479,-0.006577610618961,-15.172525534620092,-7.33962108624171,True,False,False,True,True,True,True,2,True,3,True,False,True,0.0,0.1266720355251318,0.1266720355251318,5066.8814210052715
Chandrapur,Ajaypur,20.0069032,79.4960457,2025,,-3.196266872645547,28.179092316295723,0.0368574111827549,0.6807033472406597,,,,,0.4413989130888193,1612.0462409456688,74.65351792148681,21.156884126683096,-0.2648963056502053,4.314289778114924,106.58981898621118,-1.1212107338420123,0.0554068746444149,139.20503459954182,108.0142234022378,,,,,9383059.3,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,Chandrapur,-7.306526138935829,-916.4467991757006,0.0124412884666004,0.4427522715716567,-0.6634560262555953,303.6876249219685,30.469176639683795,0.0528659406909068,0.3532689772327279,-0.004336232360097,-14.346009625455522,-7.039483486519691,True,False,False,False,True,True,False,1,False,2,True,False,True,0.0,0.19912243700841062,0.19912243700841062,7964.897480336424
Chandrapur,Chandrapur,20.0967555,79.5045475,2025,,-2.750486645340079,27.679683487269703,0.0200002126729942,0.7108862599558861,,,,,0.4644863408560257,1695.3260700349545,72.54181077367696,20.476950774624537,-0.2601126798161163,5.225896621973753,118.63071397030129,-0.4999256459313168,0.0649603235893305,136.95663153289615,114.02847396598288,,,,,10730897.63,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,Chandrapur,-6.831306530792144,-907.72287266679,0.0163421422991256,0.4222725182717309,-0.6567964376497443,303.48418366148917,33.46214999763112,-0.1384668593357659,0.3526847083005935,-0.0064159806007832,-13.841527119279066,-7.0102205884869235,True,False,False,True,True,True,True,2,True,3,True,False,True,0.0,0.25590413866019623,0.25590413866019623,10236.165546407849
Chandrapur,Chinchala,19.6128927,79.4077367,2025,,-3.169910747436111,28.72863173055707,0.0444056180116514,0.6472445537756224,,,,,0.4810704419811135,1580.811097361797,73.76897846651136,22.096829395826383,-0.2374521639561028,4.378618624328561,99.24726712311492,-2.1481219978133503,0.0990481271093786,121.48321798248992,111.89323572752755,,,,,28283434.6,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,Chandrapur,-7.663226047691007,-927.1367235930323,0.0135968611557732,0.4232849491540675,-0.6363935805418038,303.47406481608755,25.13285691631153,-0.4150657359837493,0.3332066383176855,0.0073123366786719,-15.428996469591064,-7.765770421900068,True,False,False,False,True,True,True,1,False,3,True,False,True,0.0,0.17782574820122524,0.17782574820122524,7113.02992804901
Chandrapur,Guggus,20.0967555,79.5045475,2025,,-2.750486645340079,27.679683487269703,0.0200002126729942,0.7108862599558861,,,,,0.4644863408560257,1695.3260700349545,72.54181077367696,20.476950774624537,-0.2601126798161163,5.225896621973753,118.63071397030129,-0.4999256459313168,0.0649603235893305,136.95663153289615,114.02847396598288,,,,,40746840.39,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,Chandrapur,-6.831306530792144,-907.72287266679,0.0163421422991256,0.4222725182717309,-0.6567964376497443,303.48418366148917,33.46214999763112,-0.1384668593357659,0.3526847083005935,-0.0064159806007832,-13.841527119279066,-7.0102205884869235,True,False,False,True,True,True,True,2,True,3,True,False,True,0.0,0.25590413866019623,0.25590413866019623,10236.165546407849
Chandrapur,Padoli,20.0017743,79.2498156,2025,,-4.062060728803439,29.95806808980122,0.0036410381779884,0.5355330832016851,,,,,0.462861988077435,1693.5311615249038,74.84388625592413,21.42616113744076,-0.2406770987765828,6.278199052132702,115.63369728157204,-2.788193162689122,0.0806838293838862,145.42459762206576,112.49393364928912,,,,,21450849.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,Chandrapur,-7.131073378833095,-900.4486647631604,0.0132207132163221,0.4390507773892326,-0.618990918293893,303.8504564231896,22.1657341806879,0.5642509708092563,0.3386042822791502,0.0052463784347778,-14.497149178745747,-7.366075799912651,True,False,False,False,True,True,True,1,False,3,True,False,True,0.0,0.2546803374033436,0.2546803374033436,10187.213496133745
Chimur,Amboli,20.6473425,79.4886803,2025,,-3.204283443154213,30.799731578024495,-0.0370836110848833,0.5063615239354169,,,,,0.4145194321314025,1353.3205982150678,77.0116136342177,22.346520630724203,-0.2562134498316541,2.195496175998489,128.74396423521236,-1.2139788255993011,-0.0181869275800207,116.65580943156183,112.56982343499202,,,,,105557990.92,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,Chandrapur,-7.994510831967214,-894.0787849623325,0.0142177539824323,0.3698021425942888,-0.6477437249178323,303.43130987518913,22.5073520715205,1.210107787644922,0.326229236435422,0.0033092961825388,-16.24608098728117,-8.251570155313958,True,False,False,False,True,False,True,1,False,2,True,False,True,0.0,0.06514572646139445,0.06514572646139445,2605.829058455778
Chimur,Bhisi,20.6322839,79.4015274,2025,,-3.7565168909591384,30.166954094371857,-0.0224684202519959,0.5256732771011025,,,,,0.4058188895371842,1369.552956488844,74.58936833160229,20.249693135681227,-0.2512846335857887,2.1016429043527523,136.17240935786364,-2.7888071926393176,0.0083201893116797,118.77893581857543,112.77495042961,,,,,58507190.56,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,Chandrapur,-7.283278678115416,-892.70494586586,0.0153376768196727,0.373146522897153,-0.6672346736232714,303.42271727360736,22.4746668371658,1.041371164082852,0.329713486621112,0.0032843241564624,-15.626857581717942,-8.34357890360252,True,False,False,False,True,False,True,1,False,2,True,False,True,0.0,0.07252407113129274,0.07252407113129274,2900.9628452517095
Chimur,Chimur,20.5142282,79.3642205,2025,,-3.836326159576678,29.787689121323247,-0.0026806332336115,0.5305367317482808,,,,,0.4118325215148524,1363.7833414894228,72.9576287198866,20.62909777987718,-0.2608419187423745,2.6262635805384966,136.82585160078165,-2.7825530867608004,0.0837820358998582,116.79886167227912,113.28705715635328,,,,,46925126.53,5.0,5.0,0.0,,,,0.0106552722810527,0.0106552722810527,0.0,,,,Chandrapur,-7.213351231279324,-894.7635338635744,0.0162838237070588,0.3808920623885297,-0.663204287034988,303.44413203646826,22.576677221997095,0.9163344488966916,0.3300402955508874,-0.0008483893081834,-15.58691980369645,-8.373568572417133,True,False,False,False,True,False,True,1,False,2,True,False,True,0.0,0.06990151885882863,0.06990151885882863,2796.060754353145
