taluka,revenue_circle,lat,lon,year,geocode_flag,LST_anom_C,LST_mean_C,NDVI_anom,NDVI_mean,NDVI_peak,SM_anom,SM_mean,SPI30_mean,VHI_mean,cumRain_mm,drySpellDays,tmax_K_mean,tmax_anom_K,dry_spell_julaug,gdd_surplus,heavy_rain_days,june_rain_mm,lst_anom_augsep,ndvi_slow_greenup,oct_rain_mm,sm_wet_days,farmers_total,area_ha,sum_insured_rs,claim_total_lac,claim_yield_lac,claim_local_lac,claim_prevented_lac,claim_postharvest_lac,claim_midterm_lac,rate_total,rate_yield,rate_local,rate_prevented,rate_postharvest,rate_midterm,rule_VHI_mean,rule_drySpellDays,rule_dry_spell_julaug,rule_cumRain_mm,rule_heavy_rain_days,rule_sm_wet_days,rule_lst_anom_augsep,rule_gdd_surplus,trigger_drought,trigger_flood,trigger_heat,trigger_any
Kalamb,Metikheda,20.2484277,78.4183717,2025,ok,-4.206662650562451,29.180651766382233,0.0054040203519701,0.6513156334936783,0.8083505275609182,0.0108347953443151,0.4425758125163008,-919.5744392242648,0.7690579435212422,1354.8703461409962,80.1701301775148,303.04901142838173,-0.7782205780984169,18.196355029585796,-0.2536916919348492,3.389775147928993,55.76981915186638,-2.1087767877964056,0.1874733853797019,111.42964893622116,109.89926627218937,1390.0,2460.92,140780287.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,True,False,False,False,False,True,False,True
Kalamb,Pimpalgaon(Ruikar),20.3714183,78.3432616,2025,fallback_taluka,-3.249323853211373,29.242096074416636,0.0293170090051401,0.7083883371812355,0.815940789069333,0.0125046877784283,0.4203393191555565,-912.3646536250026,0.7988657712631955,1290.4588032194436,87.90307786865871,302.8879425549486,-0.7922923137532304,22.449907805777503,-0.241228782850628,2.793863174318,54.59441700059002,-1.8155124785739312,0.0016665484717395,110.57712925046594,109.27005815327875,1042.0,1957.43,112372288.91,2.0,2.0,0.0,0.0,0.0,0.0,0.0017797982219636,0.0017797982219636,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,True,False,False,True
Kalamb,Sawargaon,20.5361222,77.7586555,2025,ok,-3.9812903077160033,30.081378397403952,-0.037171879620337,0.5514503042944945,0.781029162288211,0.0108131915610386,0.4337692764689765,-930.6023294622248,0.6594973421974973,998.4555195576456,83.11036568080884,302.76263323832205,-0.7849728236147505,22.989322498346404,-0.2181615800299417,0.0441273740905225,52.41445959481692,-1.9344218457014184,0.7162642422811263,70.1565876626768,105.61698006236414,1181.0,2052.15,118224822.05,12.0,12.0,0.0,0.0,0.0,0.0,0.0101501527275929,0.0101501527275929,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False
Kelapur,Chalbardi,19.9788342,78.5610008,2025,ok,-3.937097351444646,30.683447116784627,-0.0408752454814042,0.58531959624925,0.7817822459474835,0.0154225590263257,0.4295493543027835,-897.4365665978229,0.7465835366674891,1476.4252421604,70.8097653472387,303.13991815225324,-0.7714099722221293,15.658592083432092,-0.2644741046436548,3.7265702773169,64.64581373518351,-2.7005511089340075,0.7923025879230261,121.45194480840132,107.77591846409103,1390.0,2740.19,159476767.49,39.0,39.0,0.0,0.0,0.0,0.0,0.0244549727297711,0.0244549727297711,0.0,0.0,0.0,0.0,False,False,False,True,True,False,False,False,False,True,False,True
Kelapur,Kelapur,20.0211172,78.5335782,2025,ok,-3.9361071395196743,31.14731593423954,-0.0206184291296662,0.5805538406057471,0.7847015683301546,0.0142722496950873,0.4332120704335032,-896.9864590843632,0.734125212978066,1458.197185459202,70.74834154662624,303.15760057639244,-0.7725592228983108,14.609221000758154,-0.2694556660304764,4.311457543593633,64.94586615307155,-3.000271939511134,0.9688821501759038,113.65328598569182,107.5461523881729,1594.0,2854.9,166427807.2,42.0,42.0,0.0,0.0,0.0,0.0,0.0252361673848936,0.0252361673848936,0.0,0.0,0.0,0.0,False,False,False,True,True,False,False,False,False,True,False,True
Kelapur,Kranji,20.0211172,78.5335782,2025,fallback_taluka,-3.9361071395196743,31.14731593423954,-0.0206184291296662,0.5805538406057471,0.7847015683301546,0.0142722496950873,0.4332120704335032,-896.9864590843632,0.734125212978066,1458.197185459202,70.74834154662624,303.15760057639244,-0.7725592228983108,14.609221000758154,-0.2694556660304764,4.311457543593633,64.94586615307155,-3.000271939511134,0.9688821501759038,113.65328598569182,107.5461523881729,1071.0,2149.97,125197790.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,True,False,False,False,False,True,False,True
Kelapur,Pahapal,19.997991,78.4910059,2025,ok,-4.457285569264203,30.228451809033203,-0.0062044867035281,0.6099055595050029,0.8191157263033177,0.0134178768261923,0.4341478768806975,-896.6673043840425,0.7653040677757355,1460.2492950831154,74.10842459583748,303.1821999565775,-0.779123888610536,17.10491632295074,-0.2736849658645515,4.361020243682739,66.7357410446441,-2.9335738634770903,0.781030805687204,114.53163250373046,106.11700564168206,1802.0,3501.4,204566864.82,54.0,54.0,0.0,0.0,0.0,0.0,0.0263972369364486,0.0263972369364486,0.0,0.0,0.0,0.0,False,False,False,True,True,False,False,False,False,True,False,True
Kelapur,Pandharkawada,20.0231391,78.5477347,2025,ok,-3.905452945456536,31.172799689024018,-0.0210396614334489,0.5845389918158581,0.7805594292686393,0.0147617336542229,0.4330272276037615,-895.8188708455285,0.7355163433951744,1463.46086908809,69.79593384199798,303.1433982661347,-0.7694699387533478,13.976967916212496,-0.2668837140167697,4.29396711056348,64.9181427082545,-3.062479264594576,0.9244710843658934,113.5488109065811,108.15473200322258,982.0,1744.82,101430904.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,True,False,False,False,False,True,False,True
Kelapur,Patanbori,20.0211172,78.5335782,2025,fallback_taluka,-3.9361071395196743,31.14731593423954,-0.0206184291296662,0.5805538406057471,0.7847015683301546,0.0142722496950873,0.4332120704335032,-896.9864590843632,0.734125212978066,1458.197185459202,70.74834154662624,303.15760057639244,-0.7725592228983108,14.609221000758154,-0.2694556660304764,4.311457543593633,64.94586615307155,-3.000271939511134,0.9688821501759038,113.65328598569182,107.5461523881729,1687.0,3243.35,190408560.92,40.0,40.0,0.0,0.0,0.0,0.0,0.0210074588068579,0.0210074588068579,0.0,0.0,0.0,0.0,False,False,False,True,True,False,False,False,False,True,False,True
Kelapur,Runza,20.1697109,78.4930276,2025,ok,-4.563185134334583,29.176535092798915,-0.0235710708119147,0.589843299313421,0.8209478939083713,0.0121449869402828,0.4385832879697128,-895.7227148304173,0.7325255380122193,1430.3354276197283,76.42156352100002,303.15501887873006,-0.758732623656692,16.598986694445763,-0.2660589517342816,4.4047540129741005,62.2517538185293,-2.271308965214119,0.6787781236315436,110.8216765324986,108.8912827311899,1993.0,3679.88,210670425.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,True,False,False,False,False,True,False,True
Mahagaon,Fulsawangi,19.723282,77.8763294,2025,ok,-4.95041094400437,30.187980039770434,-0.0315451636589763,0.5589323072499786,0.7553977209870977,0.0195763597248434,0.3639588303604691,-882.7151016111779,0.7389538957141588,1354.6475709459762,74.81411139072218,302.57615682225156,-0.8699446681561049,19.48739376098,-0.2416669660129817,2.1844641754902425,65.348222780848,-3.7271892796512014,0.4505442330290694,111.39531625509612,105.91572100090212,2445.0,3331.61,193518614.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,False,False,False,False,True,False,True
Mahagaon,Gunj,20.0706341,78.9681216,2025,ok,-4.445561160228964,30.81273701182508,-0.0285225872311031,0.5159610163805015,0.6977667388987564,0.0144649870137418,0.4445485680441285,-883.1936484256822,0.7376817095161968,1578.6345226604344,71.67032967032965,303.73335483041757,-0.7322708352320427,14.18979727169382,-0.2687571054635057,3.1690034103827194,52.441116702406624,-3.098815915423196,0.7517821195973946,126.22737100312725,111.970538082607,3229.0,3988.63,230857205.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,True,True,False,False,False,True,False,True
Mahagaon,Hivra,19.8336102,77.7582751,2025,fallback_taluka,-4.677081874686453,30.19661595019731,-0.0023277369869187,0.6003175816443111,0.7912308174907197,0.0135457504854494,0.4110567600926931,-878.8397397297261,0.7414226593238572,1284.3079919495694,79.53244781783677,302.8648902642624,-0.843265662797614,17.459867172675516,-0.2527447341372231,1.994354838709677,65.36626761171547,-2.761615789011583,0.8417319939752608,106.6039430140652,107.08358633776088,3176.0,4646.62,269120802.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False
Mahagaon,KaliDoulatkhan,19.8336102,77.7582751,2025,fallback_taluka,-4.677081874686453,30.19661595019731,-0.0023277369869187,0.6003175816443111,0.7912308174907197,0.0135457504854494,0.4110567600926931,-878.8397397297261,0.7414226593238572,1284.3079919495694,79.53244781783677,302.8648902642624,-0.843265662797614,17.459867172675516,-0.2527447341372231,1.994354838709677,65.36626761171547,-2.761615789011583,0.8417319939752608,106.6039430140652,107.08358633776088,3430.0,4910.53,284447604.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False
Mahagaon,Kasola,19.9136633,77.6613235,2025,ok,-4.463042649344778,30.837549467636556,-0.0292629948472347,0.5489513838177882,0.7861699310066854,0.0158011932976842,0.3770322801738289,-877.1496478292498,0.7031332615935029,1205.616847162463,78.77129981024667,302.74563001995415,-0.8208466826160814,18.19781783681214,-0.2360321441851752,0.7504269449715368,61.86032310165251,-2.6344807505558383,1.2468822608943049,81.46940713656015,107.9518975332068,2703.0,3676.75,212014622.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False
Mahagaon,Mahagaon,19.8336102,77.7582751,2025,ok,-4.677081874686453,30.19661595019731,-0.0023277369869187,0.6003175816443111,0.7912308174907197,0.0135457504854494,0.4110567600926931,-878.8397397297261,0.7414226593238572,1284.3079919495694,79.53244781783677,302.8648902642624,-0.843265662797614,17.459867172675516,-0.2527447341372231,1.994354838709677,65.36626761171547,-2.761615789011583,0.8417319939752608,106.6039430140652,107.08358633776088,2598.0,3494.56,200841286.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False
Mahagaon,Morath,19.7927912,77.7037668,2025,ok,-4.243702756480828,29.338307279646763,-0.0396110103245129,0.5581188337993331,0.7675372145170666,0.0175412499471662,0.3760452377683292,-873.3740344967656,0.7063891180846074,1263.408661464286,80.23088242274648,302.71391763472775,-0.849095278405798,19.00280058859828,-0.2397766079206109,1.6048322020221195,64.02371682736285,-2.58633952975478,1.273150070592143,100.7269247490558,106.91726396734228,2516.0,3296.33,191482595.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False
Maregaon,Botoni,20.0028101,78.650651,2025,ok,-4.487730308006063,28.018529720283688,-0.0366138968978982,0.6355149322464326,0.7966316176731946,0.0163238329706738,0.4396425871807169,-883.4369297029585,0.7746132134873315,1558.648103096995,68.95990711340694,303.04886581954014,-0.7586577334876996,14.326524809250744,-0.2532158653934572,3.270745462300365,65.14632822741747,-2.9983592318971186,0.6511688527115248,124.26498879874542,110.08440358276852,1087.0,2197.2,127877136.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,True,False,False,False,False,True,False,True
Maregaon,Kumbha,20.1919181,78.7550425,2025,ok,-3.628470209849269,31.390217441532855,-0.0341203003260626,0.577643402884602,0.8218472121642404,0.014709057939997,0.4494913478230784,-891.0491939113771,0.7264656268262392,1413.0190893310214,74.0780591715976,303.5251218813857,-0.7579821142554438,15.7658224852071,-0.2771502049665217,3.197207100591714,60.79567924145867,-3.3187682575782422,0.8987575434859785,103.09129161249244,112.23791715976324,1141.0,2188.26,126742965.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,True,True,False,False,False,True,False,True
Maregaon,Mardi,20.1958049,78.843888,2025,ok,-3.877852305289789,30.792267850190264,-0.0353612481067777,0.5814093517291432,0.8189388938848924,0.0137144200289559,0.4494381607417345,-892.2328179690776,0.7313484596861662,1426.5885566674829,73.07344445496732,303.7014302964728,-0.7460772716713375,13.802396060232969,-0.2802686374451424,1.4971114688890992,58.98609738331963,-3.0301304311682293,1.1370456266565696,101.27336327978078,111.54304384884924,1379.0,2539.0,147965719.29,7.0,7.0,0.0,0.0,0.0,0.0,0.004730825513902,0.004730825513902,0.0,0.0,0.0,0.0,False,False,False,True,False,True,False,False,False,True,False,True
Maregaon,Maregaon,20.1517661,78.7944725,2025,ok,-3.7530004163483297,31.00262584528763,-0.0251872120235352,0.5741455388799459,0.8118450845090429,0.0151213232626901,0.4487845219336425,-893.7589998784163,0.7247745441577131,1426.3737927233783,71.15553661077956,303.52522888736445,-0.7576018649338978,15.08098891730605,-0.2737316633497128,2.348915411575257,60.9616675390301,-2.848692921066,0.7993442855790169,103.94556953591233,113.46376811594196,1510.0,2731.92,159612582.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,False,True,False,False,False,True,False,True
Maregaon,Wanoja,20.1775282,78.9153957,2025,ok,-3.70479151249496,31.31683302822756,-0.046078702717452,0.5302693274421233,0.7764749346115156,0.0119342207417644,0.4458946435583394,-883.7065773517927,0.683517737364928,1495.8458471556114,71.50951614430448,303.8321367539767,-0.7276971145052757,13.82923018653536,-0.277625996876654,3.4737240791591706,55.311427907537755,-2.454026947761906,1.3918101662820284,104.94556882997232,109.6720481015055,1129.0,2023.02,118475023.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,True,False,False,False,False,True,False,True
Ner,Malkhed,20.422971,77.9032695,2025,ok,-4.092726178816789,31.11435638315835,-0.0512798151452134,0.5238023060078301,0.7668357433182889,0.012020817243032,0.4395488219605257,-930.830959233386,0.6999027933455028,1024.261178011929,82.71760813046559,302.751210840873,-0.8101295834026999,20.61082486409832,-0.2365878524777805,1.9089576932167331,48.566904586070365,-3.0317293918399684,1.3071933265590665,60.37718921092865,108.0150791774994,2047.0,3448.54,199615661.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False
Ner,Manikwada,20.5357404,77.9273987,2025,ok,-3.519725318923723,30.924952913427784,-0.0443538934937015,0.5566157344216958,0.7673071398210036,0.0124099480955196,0.4348830842388202,-936.5964639328224,0.708139486781996,1045.225932911566,81.91381998582564,302.9248282721966,-0.8013930187333098,22.543538861327654,-0.2313529463156273,0.7029529884242854,51.41352782677934,-2.234029381571818,0.6274942735022553,74.38777829526111,107.547932908103,2032.0,3387.54,192698140.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False
Ner,Mozar,20.5070233,77.790842,2025,ok,-4.350607932653783,30.096175271299035,-0.0348558563054125,0.5586186540369443,0.7817642214295834,0.0107477764513672,0.4341586857338192,-929.7587734144888,0.680220417979626,1003.5219262385996,82.65806878306879,302.72518651295854,-0.7832644371585099,22.661470143613,-0.2210819129635164,0.5957577475434618,51.00508616197902,-2.711405779208724,0.5786719894174891,68.74518247495712,106.91992630385488,2575.0,4208.03,238337877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False
Ner,Ner,20.4905965,77.8118533,2025,ok,-4.3801672600101,30.424026633601052,-0.032661314765607,0.5655343823114527,0.7839602421021551,0.0109185006885375,0.4341359501608392,-926.8209199784576,0.6956784192030263,1006.7095244172896,82.2830420406235,302.7377030258507,-0.7839103890532587,22.314832309872465,-0.2218810027121082,0.8402928672649975,49.82831200778794,-2.9282923111420307,0.5198700915264244,67.91427075850802,107.06891828058572,1945.0,3077.65,176558329.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False
Ner,Shirajgaon,20.518338,77.7267909,2025,ok,-3.7316960606352834,29.6014834533699,-0.0526370442641706,0.5324060739411214,0.7815105212195645,0.0103723405785977,0.434323688119869,-927.5472918541265,0.6473405001348491,993.2460172155282,82.0764797581369,302.6506600992216,-0.7832680322484363,22.70192262270301,-0.2144045742873228,0.0393499929141669,51.924966340908234,-1.7535408263388834,1.0464067260231915,66.91419426689038,104.5795739052388,3528.0,6079.8,340691609.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False
Ner,Watfali,20.4905965,77.8118533,2025,fallback_taluka,-4.3801672600101,30.424026633601052,-0.032661314765607,0.5655343823114527,0.7839602421021551,0.0109185006885375,0.4341359501608392,-926.8209199784576,0.6956784192030263,1006.7095244172896,82.2830420406235,302.7377030258507,-0.7839103890532587,22.314832309872465,-0.2218810027121082,0.8402928672649975,49.82831200778794,-2.9282923111420307,0.5198700915264244,67.91427075850802,107.06891828058572,2023.0,3575.21,204215194.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False
Pusad,BeloraBu.,19.8858198,77.484612,2025,fallback_taluka,-4.087800530649542,28.73164090483472,-0.0295639201416881,0.6284660709863369,0.8084729904680605,0.0188601073236473,0.3747849655008921,-882.807352469226,0.7579688569932006,1150.9308684687594,78.77964975558824,302.14055305401513,-0.8565455831264148,17.12405676047648,-0.206831848602145,0.6082767785107491,61.06471159476151,-2.6346599793985286,0.5833214776876746,82.83324687200799,112.84718333254229,3919.0,6445.38,371384467.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,False,True,False,True
Pusad,BoriKh.,19.8858198,77.484612,2025,fallback_taluka,-4.087800530649542,28.73164090483472,-0.0295639201416881,0.6284660709863369,0.8084729904680605,0.0188601073236473,0.3747849655008921,-882.807352469226,0.7579688569932006,1150.9308684687594,78.77964975558824,302.14055305401513,-0.8565455831264148,17.12405676047648,-0.206831848602145,0.6082767785107491,61.06471159476151,-2.6346599793985286,0.5833214776876746,82.83324687200799,112.84718333254229,2545.0,3843.28,216164672.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,False,True,False,True
Pusad,Bramhangaon,19.8858198,77.484612,2025,fallback_taluka,-4.087800530649542,28.73164090483472,-0.0295639201416881,0.6284660709863369,0.8084729904680605,0.0188601073236473,0.3747849655008921,-882.807352469226,0.7579688569932006,1150.9308684687594,78.77964975558824,302.14055305401513,-0.8565455831264148,17.12405676047648,-0.206831848602145,0.6082767785107491,61.06471159476151,-2.6346599793985286,0.5833214776876746,82.83324687200799,112.84718333254229,3605.0,5896.5,337817178.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,False,True,False,True
Pusad,GoulKhurd,19.8858198,77.484612,2025,fallback_taluka,-4.087800530649542,28.73164090483472,-0.0295639201416881,0.6284660709863369,0.8084729904680605,0.0188601073236473,0.3747849655008921,-882.807352469226,0.7579688569932006,1150.9308684687594,78.77964975558824,302.14055305401513,-0.8565455831264148,17.12405676047648,-0.206831848602145,0.6082767785107491,61.06471159476151,-2.6346599793985286,0.5833214776876746,82.83324687200799,112.84718333254229,3299.0,4912.43,282946852.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,False,True,False,True
Pusad,JambBazar,19.8858198,77.484612,2025,fallback_taluka,-4.087800530649542,28.73164090483472,-0.0295639201416881,0.6284660709863369,0.8084729904680605,0.0188601073236473,0.3747849655008921,-882.807352469226,0.7579688569932006,1150.9308684687594,78.77964975558824,302.14055305401513,-0.8565455831264148,17.12405676047648,-0.206831848602145,0.6082767785107491,61.06471159476151,-2.6346599793985286,0.5833214776876746,82.83324687200799,112.84718333254229,3062.0,4363.3,251270048.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,False,True,False,True
Pusad,Khandala,20.1518063,77.9301238,2025,ok,-3.218688497324464,30.727147794671055,-0.056835398492829,0.5304746941271625,0.788698404450494,0.0092294525640857,0.425041934578578,-903.4669897568382,0.6714118153295935,1221.890984186894,84.5343153507318,303.11632879302334,-0.7917628826849933,19.517785250793352,-0.2528618173359241,0.6962534931085116,54.40673147199315,-1.6566630209467124,1.6936379238918156,88.87242567495358,104.35722066972956,2690.0,4586.23,262780672.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,True,False,False,True
Pusad,Pusad,19.8858198,77.484612,2025,ok,-4.087800530649542,28.73164090483472,-0.0295639201416881,0.6284660709863369,0.8084729904680605,0.0188601073236473,0.3747849655008921,-882.807352469226,0.7579688569932006,1150.9308684687594,78.77964975558824,302.14055305401513,-0.8565455831264148,17.12405676047648,-0.206831848602145,0.6082767785107491,61.06471159476151,-2.6346599793985286,0.5833214776876746,82.83324687200799,112.84718333254229,1472.0,1975.39,114211939.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,False,True,False,True
Pusad,Shembalpimpri,19.8858198,77.484612,2025,fallback_taluka,-4.087800530649542,28.73164090483472,-0.0295639201416881,0.6284660709863369,0.8084729904680605,0.0188601073236473,0.3747849655008921,-882.807352469226,0.7579688569932006,1150.9308684687594,78.77964975558824,302.14055305401513,-0.8565455831264148,17.12405676047648,-0.206831848602145,0.6082767785107491,61.06471159476151,-2.6346599793985286,0.5833214776876746,82.83324687200799,112.84718333254229,2383.0,3399.63,191157208.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,True,False,False,False,True,False,True
Pusad,Warud,20.3821244,77.623086,2025,ok,-5.1394626428225045,29.58185797634256,-0.0345863575366766,0.562282918214418,0.7763790182106095,0.00934191069453,0.4321184804878552,-890.4828400144022,0.7059766357734006,1032.8754203940653,83.37674440607405,302.53898694185233,-0.7853976898184425,22.698282794834185,-0.2148691807453774,0.136241071006197,57.13333645531083,-3.3188830930447173,0.813970527410454,59.26005331741803,106.78759638582714,2295.0,3177.28,184015169.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False
Ralegaon,Dhanora,20.2208904,78.2582144,2025,ok,-3.754539190433331,30.008992848845462,-0.0239223642333175,0.6003650603407474,0.7956620243729294,0.0138080634654821,0.4129821349813142,-912.8493746217572,0.7526603321839516,1336.929238843181,83.4424514907714,303.09428922410603,-0.801214487806129,19.362991008045434,-0.2598393934421979,3.286890676762898,54.66133946800545,-2.5309382499066326,0.3280761949834359,97.4184394314627,111.1390440132513,581.0,948.48,55144305.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,True,True,False,False,False,True,False,True
Ralegaon,KinhiJ.,20.3277662,78.6036857,2025,fallback_taluka,-3.5662391897821304,31.205693044617753,0.0243079101461155,0.6142922839761604,0.8385321861366946,0.0109851243686733,0.4395034548608296,-911.4692398814188,0.7397352378466443,1272.6639742757686,86.05203652017596,303.5362368044034,-0.7388601120807049,20.25937840011353,-0.2611019802946353,2.700790008988126,56.42713117697133,-3.218699713251409,0.0905737559556884,110.03737406871667,108.26377785136478,877.0,1661.0,94597280.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,True,False,False,True
Ralegaon,Ralegaon,20.3277662,78.6036857,2025,ok,-3.5662391897821304,31.205693044617753,0.0243079101461155,0.6142922839761604,0.8385321861366946,0.0109851243686733,0.4395034548608296,-911.4692398814188,0.7397352378466443,1272.6639742757686,86.05203652017596,303.5362368044034,-0.7388601120807049,20.25937840011353,-0.2611019802946353,2.700790008988126,56.42713117697133,-3.218699713251409,0.0905737559556884,110.03737406871667,108.26377785136478,744.0,1274.6,73914144.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,True,False,False,True
Ralegaon,Wadaki,20.3277662,78.6036857,2025,fallback_taluka,-3.5662391897821304,31.205693044617753,0.0243079101461155,0.6142922839761604,0.8385321861366946,0.0109851243686733,0.4395034548608296,-911.4692398814188,0.7397352378466443,1272.6639742757686,86.05203652017596,303.5362368044034,-0.7388601120807049,20.25937840011353,-0.2611019802946353,2.700790008988126,56.42713117697133,-3.218699713251409,0.0905737559556884,110.03737406871667,108.26377785136478,647.0,1165.18,67524944.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,True,False,False,True
Ralegaon,Wadhona,20.0099074,78.362968,2025,ok,-3.768162038135521,29.849711413045963,-0.0518365223285738,0.5686202439242694,0.7823319287812728,0.0128874494678148,0.4396216382833777,-905.4960624529914,0.7317588798439777,1421.4013972755267,75.01189460714623,303.2052721516286,-0.7835479872430101,18.074969197232488,-0.2729227051027286,4.339730831200835,68.44874732523155,-2.980902196031245,0.3455506065200908,109.60517706050884,110.72680314662117,821.0,1384.68,80274747.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,True,True,False,False,False,False,True,False,True
Ralegaon,Warad,20.3277662,78.6036857,2025,fallback_taluka,-3.5662391897821304,31.205693044617753,0.0243079101461155,0.6142922839761604,0.8385321861366946,0.0109851243686733,0.4395034548608296,-911.4692398814188,0.7397352378466443,1272.6639742757686,86.05203652017596,303.5362368044034,-0.7388601120807049,20.25937840011353,-0.2611019802946353,2.700790008988126,56.42713117697133,-3.218699713251409,0.0905737559556884,110.03737406871667,108.26377785136478,741.0,1306.76,74357406.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,True,False,False,True
Ralegaon,Zadgaon,20.3647045,78.5494566,2025,ok,-3.117623673030942,31.439462106168087,0.0102485493714073,0.6032370741585609,0.8267536693181423,0.0105816300959606,0.4378823097045551,-913.6473320857529,0.7060268592984817,1250.9732786979096,85.07754137115839,303.4666245593244,-0.7562932935989632,20.933096926713944,-0.2584041843091368,2.2160283687943263,60.11565138754727,-2.5804450359849382,0.194960227877126,113.30316618255785,108.2607092198581,624.0,1010.93,58583180.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,False,False,False,True,False,False,True
